,BJD_CODE,KAPT_NAME,KAPT_CODE,BJD_NAME
1,2820010900,도림벽산블루밍아파트,A40528001,인천광역시 남동구 도림동
0,2820010900,도림 아이파크아파트,A40528002,인천광역시 남동구 도림동
2,2820010900,도림주공그린빌1단지,A40528004,인천광역시 남동구 도림동
9,2820011000,논현주공13단지,A40530004,인천광역시 남동구 논현동
8,2820011000,논현주공12단지,A40530005,인천광역시 남동구 논현동
6,2820011000,논현신일해피트리,A40530006,인천광역시 남동구 논현동
4,2820011000,논현별빛마을웰카운티,A40530009,인천광역시 남동구 논현동
2,2820011000,논현단풍마을휴먼시아11단지,A40530010,인천광역시 남동구 논현동
0,2820011000,논현꿈에그린,A40530011,인천광역시 남동구 논현동
1,2820011000,논현냇마을신영지웰,A40530012,인천광역시 남동구 논현동
22,2820011000,논현휴먼시아5단지,A40530016,인천광역시 남동구 논현동
10,2820011000,논현주공14단지,A40530017,인천광역시 남동구 논현동
24,2820011000,논현휴먼시아하늘마을3단지,A40530018,인천광역시 남동구 논현동
21,2820011000,논현휴먼시아2단지,A40530021,인천광역시 남동구 논현동
8,2820010200,간석극동,A40570505,인천광역시 남동구 간석동
9,2820010200,간석금호,A40570603,인천광역시 남동구 간석동
15,2820010200,간석현대홈타운,A40570904,인천광역시 남동구 간석동
14,2820010200,간석한진,A40571402,인천광역시 남동구 간석동
6,2820010200,간석 현대 아파트,A40571602,인천광역시 남동구 간석동
0,2820010200,간석 금호어울림 아파트,A40571701,인천광역시 남동구 간석동
10,2820010200,간석두진아파트,A40571902,인천광역시 남동구 간석동
4,2820010200,간석 태화 아파트,A40572403,인천광역시 남동구 간석동
34,2820011000,인천소래휴먼시아3단지,A40572701,인천광역시 남동구 논현동
2,2820010100,구월동아아파트,A40573101,인천광역시 남동구 구월동
0,2820010100,구월 팬더 아파트,A40573202,인천광역시 남동구 구월동
1,2820010700,남촌풍림1차,A40573502,인천광역시 남동구 남촌동
13,2820011000,논현주공2-2단지,A40573603,인천광역시 남동구 논현동
11,2820011000,논현주공1단지,A40573613,인천광역시 남동구 논현동
8,2820010300,만수 삼환1차 아파트,A40574002,인천광역시 남동구 만수동
9,2820010300,만수 삼환2단지 아파트,A40574101,인천광역시 남동구 만수동
30,2820010300,향촌휴먼시아1단지,A40574201,인천광역시 남동구 만수동
31,2820010300,향촌휴먼시아2단지아파트,A40574202,인천광역시 남동구 만수동
13,2820010300,만수 주공11단지 아파트,A40574403,인천광역시 남동구 만수동
10,2820010300,만수 신대동 아파트,A40574701,인천광역시 남동구 만수동
29,2820010300,햇빛마을벽산아파트,A40574904,인천광역시 남동구 만수동
2,2820010200,간석 우성1차 아파트,A40575206,인천광역시 남동구 간석동
20,2820010300,만수영풍2차아파트,A40575301,인천광역시 남동구 만수동
19,2820010300,만수 효성 상아 아파트,A40575501,인천광역시 남동구 만수동
0,2820010300,만수 광명14차 아파트,A40575610,인천광역시 남동구 만수동
1,2820010300,만수 금호타운 아파트,A40575704,인천광역시 남동구 만수동
3,2820010300,만수 뉴서울 아파트,A40575812,인천광역시 남동구 만수동
4,2820010300,만수 담방마을 아파트,A40575911,인천광역시 남동구 만수동
1,2820010100,구월 힐스테이트&롯데캐슬골드,A40576101,인천광역시 남동구 구월동
5,2820010300,만수 대동 아파트,A40576206,인천광역시 남동구 만수동
7,2820010300,만수 삼익세라믹 아파트,A40576301,인천광역시 남동구 만수동
2,2820010300,만수 남동 아파트,A40576409,인천광역시 남동구 만수동
12,2820010300,만수 이삭1차 아파트,A40576502,인천광역시 남동구 만수동
16,2820010300,만수 진흥 아파트,A40576603,인천광역시 남동구 만수동
17,2820010300,만수 한국 아파트,A40576708,인천광역시 남동구 만수동
18,2820010300,만수 현대 아파트,A40576807,인천광역시 남동구 만수동
4,2820010500,서창 태평1차 아파트,A40576901,인천광역시 남동구 서창동
10,2820010500,서창베라체,A40576902,인천광역시 남동구 서창동
14,2820010500,"서창퍼스트뷰(구,서창LH7단지)",A40576903,인천광역시 남동구 서창동
8,2820010500,서창LH8단지아파트,A40576904,인천광역시 남동구 서창동
16,2820010500,인천서창LH12단지,A40576905,인천광역시 남동구 서창동
17,2820010500,인천서창LH6단지아파트,A40576906,인천광역시 남동구 서창동
26,2820010300,만수주공8단지아파트,A40577003,인천광역시 남동구 만수동
24,2820010300,만수주공3단지 아파트,A40577101,인천광역시 남동구 만수동
22,2820010300,만수주공1단지,A40577102,인천광역시 남동구 만수동
15,2820010300,만수 주공6단지 아파트,A40577103,인천광역시 남동구 만수동
25,2820010300,만수주공5단지 아파트 입주자대표회의,A40577104,인천광역시 남동구 만수동
23,2820010300,만수주공2단지아파트,A40577105,인천광역시 남동구 만수동
14,2820010300,만수 주공4단지 아파트,A40577106,인천광역시 남동구 만수동
27,2820010300,인천만수7,A40577204,인천광역시 남동구 만수동
21,2820010300,만수주공10단지아파트,A40577305,인천광역시 남동구 만수동
28,2820010300,인천만수9,A40577313,인천광역시 남동구 만수동
11,2820010300,만수 신동아 아파트,A40577402,인천광역시 남동구 만수동
5,2820010500,서창 태평2차 아파트,A40577505,인천광역시 남동구 서창동
5,2820011000,논현소래마을풍림,A40577815,인천광역시 남동구 논현동
3,2820010900,도림주공그린빌2단지,A40578503,인천광역시 남동구 도림동
23,2820011000,논현휴먼시아동산마을,A40579607,인천광역시 남동구 논현동
36,2820011000,한화에코메트로11단지,A40579701,인천광역시 남동구 논현동
16,2820011000,논현한화에코메트로12단지,A40579702,인천광역시 남동구 논현동
20,2820011000,논현휴먼시아1단지숲속마을,A40579703,인천광역시 남동구 논현동
25,2820011000,논현힐스테이트,A40579704,인천광역시 남동구 논현동
18,2820011000,논현한화에코메트로6단지,A40579705,인천광역시 남동구 논현동
17,2820011000,논현한화에코메트로5단지,A40579706,인천광역시 남동구 논현동
15,2820011000,논현한화에코메트로10단지,A40579707,인천광역시 남동구 논현동
19,2820011000,논현한화에코메트로9단지,A40579708,인천광역시 남동구 논현동
28,2820011000,에코메트로7단지,A40579709,인천광역시 남동구 논현동
27,2820011000,소래휴먼시아1단지,A40579710,인천광역시 남동구 논현동
30,2820011000,유호엔시티1단지아파트,A40579711,인천광역시 남동구 논현동
29,2820011000,에코메트로더타워,A40579712,인천광역시 남동구 논현동
26,2820011000,소래4단지,A40579713,인천광역시 남동구 논현동
16,2820010200,다정한마을간석서해,A40580901,인천광역시 남동구 간석동
11,2820010200,간석신동아파밀리에명품아파트,A40581004,인천광역시 남동구 간석동
