기간	자치구	동	성별	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)
기간	자치구	동	성별	총전입(⑦=①+③+⑤)	총전출(⑧=②+④+⑥)	구내이동	구내이동	구간이동	구간이동	시ㆍ도간이동	시ㆍ도간이동
기간	자치구	동	성별	총전입(⑦=①+③+⑤)	총전출(⑧=②+④+⑥)	전입(①)	전출(②)	전입(③)	전출(④)	전입(⑤)	전출(⑥)
2006	은평구	진관내동	소계	386	5,967	114	3,149	55	919	217	1,899
2006	은평구	진관내동	남자	200	3,020	55	1,577	28	480	117	963
2006	은평구	진관내동	여자	186	2,947	59	1,572	27	439	100	936
2006	은평구	진관외동	소계	493	4,320	151	2,474	146	740	196	1,106
2006	은평구	진관외동	남자	235	2,237	70	1,272	74	372	91	593
2006	은평구	진관외동	여자	258	2,083	81	1,202	72	368	105	513
2006	서대문구	계	소계	74,048	75,397	21,261	21,261	31,148	32,172	21,639	21,964
2006	서대문구	계	남자	35,550	36,792	10,089	10,089	14,997	15,742	10,464	10,961
2006	서대문구	계	여자	38,498	38,605	11,172	11,172	16,151	16,430	11,175	11,003
2006	서대문구	충정로동	소계	2,799	2,536	722	728	1,232	1,126	845	682
2006	서대문구	충정로동	남자	1,360	1,278	333	347	607	571	420	360
2006	서대문구	충정로동	여자	1,439	1,258	389	381	625	555	425	322
2006	서대문구	천연동	소계	5,509	4,851	993	1,111	3,069	2,550	1,447	1,190
2006	서대문구	천연동	남자	2,667	2,386	487	524	1,498	1,251	682	611
2006	서대문구	천연동	여자	2,842	2,465	506	587	1,571	1,299	765	579
2006	서대문구	북아현제1동	소계	2,348	2,291	575	529	994	1,109	779	653
2006	서대문구	북아현제1동	남자	1,135	1,103	276	262	483	531	376	310
2006	서대문구	북아현제1동	여자	1,213	1,188	299	267	511	578	403	343
2006	서대문구	북아현제2동	소계	2,149	2,237	583	627	922	1,034	644	576
2006	서대문구	북아현제2동	남자	972	1,057	263	298	432	471	277	288
2006	서대문구	북아현제2동	여자	1,177	1,180	320	329	490	563	367	288
2006	서대문구	북아현제3동	소계	2,679	2,976	827	943	1,081	1,188	771	845
2006	서대문구	북아현제3동	남자	1,277	1,427	381	437	525	578	371	412
2006	서대문구	북아현제3동	여자	1,402	1,549	446	506	556	610	400	433
2006	서대문구	대신동	소계	2,267	2,394	440	409	937	1,273	890	712
2006	서대문구	대신동	남자	893	969	185	164	385	527	323	278
2006	서대문구	대신동	여자	1,374	1,425	255	245	552	746	567	434
2006	서대문구	창천동	소계	3,471	3,610	323	481	1,507	1,823	1,641	1,306
2006	서대문구	창천동	남자	1,706	1,792	151	239	752	873	803	680
2006	서대문구	창천동	여자	1,765	1,818	172	242	755	950	838	626
2006	서대문구	연희제1동	소계	2,988	3,015	904	914	1,221	1,209	863	892
2006	서대문구	연희제1동	남자	1,406	1,428	429	414	575	584	402	430
2006	서대문구	연희제1동	여자	1,582	1,587	475	500	646	625	461	462
2006	서대문구	연희제2동	소계	2,320	2,261	901	844	838	773	581	644
2006	서대문구	연희제2동	남자	1,101	1,105	409	388	412	387	280	330
2006	서대문구	연희제2동	여자	1,219	1,156	492	456	426	386	301	314
2006	서대문구	연희제3동	소계	4,095	4,053	1,008	1,019	1,509	1,717	1,578	1,317
2006	서대문구	연희제3동	남자	2,030	2,062	457	477	704	873	869	712
2006	서대문구	연희제3동	여자	2,065	1,991	551	542	805	844	709	605
2006	서대문구	홍제제1동	소계	3,136	3,246	1,150	1,083	1,165	1,238	821	925
2006	서대문구	홍제제1동	남자	1,518	1,585	566	526	545	588	407	471
2006	서대문구	홍제제1동	여자	1,618	1,661	584	557	620	650	414	454
2006	서대문구	홍제제2동	소계	2,536	2,797	743	786	1,090	1,201	703	810
2006	서대문구	홍제제2동	남자	1,208	1,376	342	367	524	607	342	402
2006	서대문구	홍제제2동	여자	1,328	1,421	401	419	566	594	361	408
2006	서대문구	홍제제3동	소계	4,075	4,062	1,266	1,219	1,843	1,656	966	1,187
2006	서대문구	홍제제3동	남자	1,997	1,959	606	557	922	818	469	584
2006	서대문구	홍제제3동	여자	2,078	2,103	660	662	921	838	497	603
2006	서대문구	홍제제4동	소계	3,308	3,280	986	746	1,564	1,662	758	872
2006	서대문구	홍제제4동	남자	1,519	1,587	446	350	713	799	360	438
2006	서대문구	홍제제4동	여자	1,789	1,693	540	396	851	863	398	434
2006	서대문구	홍은제1동	소계	1,911	1,940	761	698	700	723	450	519
2006	서대문구	홍은제1동	남자	919	944	360	322	341	369	218	253
2006	서대문구	홍은제1동	여자	992	996	401	376	359	354	232	266
2006	서대문구	홍은제2동	소계	2,735	3,326	707	899	1,174	1,396	854	1,031
2006	서대문구	홍은제2동	남자	1,329	1,632	330	419	574	697	425	516
2006	서대문구	홍은제2동	여자	1,406	1,694	377	480	600	699	429	515
2006	서대문구	홍은제3동	소계	6,102	6,272	2,024	1,917	2,366	2,487	1,712	1,868
2006	서대문구	홍은제3동	남자	2,936	3,046	974	909	1,130	1,215	832	922
2006	서대문구	홍은제3동	여자	3,166	3,226	1,050	1,008	1,236	1,272	880	946
2006	서대문구	남가좌제1동	소계	3,473	3,051	1,229	973	1,276	1,058	968	1,020
2006	서대문구	남가좌제1동	남자	1,712	1,518	614	473	645	540	453	505
2006	서대문구	남가좌제1동	여자	1,761	1,533	615	500	631	518	515	515
2006	서대문구	남가좌제2동	소계	5,820	6,711	2,027	2,433	2,142	2,442	1,651	1,836
2006	서대문구	남가좌제2동	남자	2,815	3,343	980	1,187	1,029	1,224	806	932
2006	서대문구	남가좌제2동	여자	3,005	3,368	1,047	1,246	1,113	1,218	845	904
2006	서대문구	북가좌제1동	소계	3,760	3,475	1,160	978	1,528	1,401	1,072	1,096
2006	서대문구	북가좌제1동	남자	1,825	1,724	564	484	747	711	514	529
2006	서대문구	북가좌제1동	여자	1,935	1,751	596	494	781	690	558	567
2006	서대문구	북가좌제2동	소계	6,567	7,013	1,932	1,924	2,990	3,106	1,645	1,983
2006	서대문구	북가좌제2동	남자	3,225	3,471	936	945	1,454	1,528	835	998
2006	서대문구	북가좌제2동	여자	3,342	3,542	996	979	1,536	1,578	810	985
2006	마포구	계	소계	87,991	87,999	25,207	25,207	36,023	36,268	26,761	26,524
2006	마포구	계	남자	42,815	43,253	12,189	12,189	17,641	17,721	12,985	13,343
2006	마포구	계	여자	45,176	44,746	13,018	13,018	18,382	18,547	13,776	13,181
2006	마포구	아현제1동	소계	2,421	2,725	407	500	1,267	1,466	747	759
2006	마포구	아현제1동	남자	1,195	1,342	196	250	639	714	360	378
2006	마포구	아현제1동	여자	1,226	1,383	211	250	628	752	387	381
2006	마포구	아현제2동	소계	1,508	1,777	379	422	650	816	479	539
2006	마포구	아현제2동	남자	728	851	176	193	320	400	232	258
2006	마포구	아현제2동	여자	780	926	203	229	330	416	247	281
2006	마포구	아현제3동	소계	1,409	1,570	391	381	586	701	432	488
2006	마포구	아현제3동	남자	707	773	187	168	298	347	222	258
2006	마포구	아현제3동	여자	702	797	204	213	288	354	210	230
2006	마포구	공덕제1동	소계	3,131	2,987	676	599	1,615	1,592	840	796
2006	마포구	공덕제1동	남자	1,528	1,463	325	292	800	772	403	399
2006	마포구	공덕제1동	여자	1,603	1,524	351	307	815	820	437	397
2006	마포구	공덕제2동	소계	3,611	2,900	779	807	1,778	1,338	1,054	755
2006	마포구	공덕제2동	남자	1,729	1,457	373	401	863	676	493	380
2006	마포구	공덕제2동	여자	1,882	1,443	406	406	915	662	561	375
2006	마포구	신공덕동	소계	2,511	2,713	475	682	1,338	1,326	698	705
2006	마포구	신공덕동	남자	1,235	1,355	240	327	663	683	332	345
2006	마포구	신공덕동	여자	1,276	1,358	235	355	675	643	366	360
2006	마포구	도화제1동	소계	2,110	2,526	612	758	972	1,153	526	615
2006	마포구	도화제1동	남자	1,016	1,241	285	383	478	555	253	303
2006	마포구	도화제1동	여자	1,094	1,285	327	375	494	598	273	312
2006	마포구	도화제2동	소계	3,822	3,039	1,021	801	1,831	1,448	970	790
2006	마포구	도화제2동	남자	1,833	1,501	490	378	875	714	468	409
2006	마포구	도화제2동	여자	1,989	1,538	531	423	956	734	502	381
2006	마포구	용강동	소계	2,972	3,109	832	989	1,275	1,320	865	800
2006	마포구	용강동	남자	1,454	1,540	414	490	623	651	417	399
2006	마포구	용강동	여자	1,518	1,569	418	499	652	669	448	401
2006	마포구	대흥동	소계	3,202	3,506	1,123	1,147	1,119	1,376	960	983
2006	마포구	대흥동	남자	1,550	1,722	549	554	553	670	448	498
2006	마포구	대흥동	여자	1,652	1,784	574	593	566	706	512	485
2006	마포구	염리동	소계	4,375	4,454	1,245	1,224	1,721	1,829	1,409	1,401
2006	마포구	염리동	남자	2,052	2,181	576	625	833	876	643	680
2006	마포구	염리동	여자	2,323	2,273	669	599	888	953	766	721
2006	마포구	노고산동	소계	2,886	2,648	529	626	1,105	1,140	1,252	882
2006	마포구	노고산동	남자	1,416	1,263	252	294	560	533	604	436
2006	마포구	노고산동	여자	1,470	1,385	277	332	545	607	648	446
2006	마포구	신수동	소계	4,129	4,267	1,327	1,290	1,500	1,666	1,302	1,311
2006	마포구	신수동	남자	2,105	2,137	672	631	750	811	683	695
2006	마포구	신수동	여자	2,024	2,130	655	659	750	855	619	616
2006	마포구	창전동	소계	2,584	2,779	744	829	946	1,087	894	863
2006	마포구	창전동	남자	1,246	1,368	354	404	458	533	434	431
2006	마포구	창전동	여자	1,338	1,411	390	425	488	554	460	432
2006	마포구	상수동	소계	3,013	3,074	866	949	1,069	1,100	1,078	1,025
2006	마포구	상수동	남자	1,463	1,482	413	446	535	541	515	495
2006	마포구	상수동	여자	1,550	1,592	453	503	534	559	563	530
2006	마포구	서교동	소계	5,109	5,518	1,703	1,951	1,746	1,964	1,660	1,603
2006	마포구	서교동	남자	2,421	2,657	790	909	840	965	791	783
2006	마포구	서교동	여자	2,688	2,861	913	1,042	906	999	869	820
2006	마포구	동교동	소계	3,907	4,191	1,040	1,344	1,339	1,622	1,528	1,225
2006	마포구	동교동	남자	1,810	1,978	482	620	614	756	714	602
2006	마포구	동교동	여자	2,097	2,213	558	724	725	866	814	623
2006	마포구	합정동	소계	4,618	5,065	1,511	1,705	1,630	1,854	1,477	1,506
2006	마포구	합정동	남자	2,272	2,454	726	821	798	877	748	756
2006	마포구	합정동	여자	2,346	2,611	785	884	832	977	729	750
2006	마포구	망원제1동	소계	4,920	5,263	1,972	2,006	1,594	1,652	1,354	1,605
2006	마포구	망원제1동	남자	2,457	2,652	980	969	802	849	675	834
2006	마포구	망원제1동	여자	2,463	2,611	992	1,037	792	803	679	771
2006	마포구	망원제2동	소계	4,139	4,135	1,717	1,486	1,302	1,279	1,120	1,370
2006	마포구	망원제2동	남자	2,037	2,094	846	728	646	662	545	704
2006	마포구	망원제2동	여자	2,102	2,041	871	758	656	617	575	666
2006	마포구	연남동	소계	4,715	4,925	1,485	1,372	1,896	2,088	1,334	1,465
2006	마포구	연남동	남자	2,272	2,420	706	680	901	999	665	741
2006	마포구	연남동	여자	2,443	2,505	779	692	995	1,089	669	724
2006	마포구	성산제1동	소계	4,484	4,439	1,929	1,543	1,421	1,523	1,134	1,373
2006	마포구	성산제1동	남자	2,196	2,218	954	753	693	769	549	696
2006	마포구	성산제1동	여자	2,288	2,221	975	790	728	754	585	677
2006	마포구	성산제2동	소계	7,714	6,773	1,697	1,257	3,635	3,154	2,382	2,362
2006	마포구	성산제2동	남자	3,732	3,321	818	612	1,769	1,520	1,145	1,189
2006	마포구	성산제2동	여자	3,982	3,452	879	645	1,866	1,634	1,237	1,173
2006	마포구	상암동	소계	4,701	3,616	747	539	2,688	1,774	1,266	1,303
2006	마포구	상암동	남자	2,361	1,783	385	261	1,330	848	646	674
2006	마포구	상암동	여자	2,340	1,833	362	278	1,358	926	620	629
2006	양천구	계	소계	104,220	104,527	33,806	33,806	40,178	39,823	30,236	30,898
2006	양천구	계	남자	51,013	51,728	16,482	16,482	19,821	19,712	14,710	15,534
2006	양천구	계	여자	53,207	52,799	17,324	17,324	20,357	20,111	15,526	15,364
2006	양천구	목제1동	소계	6,351	5,634	2,240	2,003	2,330	2,233	1,781	1,398
2006	양천구	목제1동	남자	3,033	2,743	1,066	957	1,109	1,084	858	702
2006	양천구	목제1동	여자	3,318	2,891	1,174	1,046	1,221	1,149	923	696
2006	양천구	목제2동	소계	7,269	6,845	2,256	1,683	3,170	3,087	1,843	2,075
2006	양천구	목제2동	남자	3,546	3,387	1,131	810	1,529	1,507	886	1,070
2006	양천구	목제2동	여자	3,723	3,458	1,125	873	1,641	1,580	957	1,005
2006	양천구	목제3동	소계	5,954	6,017	1,633	1,471	2,928	2,906	1,393	1,640
2006	양천구	목제3동	남자	2,884	2,986	785	712	1,439	1,447	660	827
2006	양천구	목제3동	여자	3,070	3,031	848	759	1,489	1,459	733	813
2006	양천구	목제4동	소계	7,075	7,088	2,274	2,325	2,834	3,044	1,967	1,719
2006	양천구	목제4동	남자	3,521	3,469	1,139	1,121	1,406	1,493	976	855
2006	양천구	목제4동	여자	3,554	3,619	1,135	1,204	1,428	1,551	991	864
2006	양천구	목제5동	소계	4,104	4,267	1,339	1,742	1,526	1,638	1,239	887
2006	양천구	목제5동	남자	1,972	2,105	634	851	737	817	601	437
2006	양천구	목제5동	여자	2,132	2,162	705	891	789	821	638	450
2006	양천구	목제6동	소계	4,262	4,451	1,254	1,618	1,809	1,844	1,199	989
2006	양천구	목제6동	남자	2,039	2,202	583	775	909	926	547	501
2006	양천구	목제6동	여자	2,223	2,249	671	843	900	918	652	488
2006	양천구	신월제1동	소계	5,492	5,503	1,242	1,060	2,566	2,560	1,684	1,883
2006	양천구	신월제1동	남자	2,791	2,800	639	522	1,305	1,278	847	1,000
2006	양천구	신월제1동	여자	2,701	2,703	603	538	1,261	1,282	837	883
2006	양천구	신월제2동	소계	4,684	4,763	1,952	1,929	1,535	1,401	1,197	1,433
2006	양천구	신월제2동	남자	2,298	2,366	939	954	761	690	598	722
2006	양천구	신월제2동	여자	2,386	2,397	1,013	975	774	711	599	711
2006	양천구	신월제3동	소계	3,777	4,015	817	907	1,399	1,340	1,561	1,768
2006	양천구	신월제3동	남자	1,933	1,984	418	416	750	670	765	898
2006	양천구	신월제3동	여자	1,844	2,031	399	491	649	670	796	870
2006	양천구	신월제4동	소계	4,897	3,364	2,377	1,215	1,362	925	1,158	1,224
2006	양천구	신월제4동	남자	2,428	1,656	1,192	605	665	441	571	610
2006	양천구	신월제4동	여자	2,469	1,708	1,185	610	697	484	587	614
2006	양천구	신월제5동	소계	3,183	3,505	605	514	1,508	1,720	1,070	1,271
2006	양천구	신월제5동	남자	1,558	1,811	278	255	747	891	533	665
2006	양천구	신월제5동	여자	1,625	1,694	327	259	761	829	537	606
2006	양천구	신월제6동	소계	2,881	3,310	1,139	1,437	849	845	893	1,028
2006	양천구	신월제6동	남자	1,442	1,674	567	724	424	431	451	519
2006	양천구	신월제6동	여자	1,439	1,636	572	713	425	414	442	509
2006	양천구	신월제7동	소계	4,543	5,351	1,423	1,773	1,468	1,607	1,652	1,971
2006	양천구	신월제7동	남자	2,239	2,744	693	890	730	823	816	1,031
2006	양천구	신월제7동	여자	2,304	2,607	730	883	738	784	836	940
2006	양천구	신정제1동	소계	4,488	4,927	1,559	1,904	1,463	1,765	1,466	1,258
2006	양천구	신정제1동	남자	2,195	2,399	774	928	712	860	709	611
2006	양천구	신정제1동	여자	2,293	2,528	785	976	751	905	757	647
2006	양천구	신정제2동	소계	4,087	4,316	1,332	1,651	1,577	1,553	1,178	1,112
2006	양천구	신정제2동	남자	1,981	2,126	623	814	792	752	566	560
2006	양천구	신정제2동	여자	2,106	2,190	709	837	785	801	612	552
2006	양천구	신정제3동	소계	10,935	10,767	3,145	3,434	4,330	3,749	3,460	3,584
2006	양천구	신정제3동	남자	5,308	5,261	1,514	1,670	2,151	1,831	1,643	1,760
2006	양천구	신정제3동	여자	5,627	5,506	1,631	1,764	2,179	1,918	1,817	1,824
2006	양천구	신정제4동	소계	4,445	4,705	1,885	1,786	1,511	1,634	1,049	1,285
2006	양천구	신정제4동	남자	2,173	2,304	921	876	737	786	515	642
2006	양천구	신정제4동	여자	2,272	2,401	964	910	774	848	534	643
2006	양천구	신정제5동	소계	4,365	4,423	1,539	1,469	1,579	1,591	1,247	1,363
2006	양천구	신정제5동	남자	2,161	2,216	771	724	773	817	617	675
2006	양천구	신정제5동	여자	2,204	2,207	768	745	806	774	630	688
2006	양천구	신정제6동	소계	5,018	5,082	1,919	2,057	1,740	1,868	1,359	1,157
2006	양천구	신정제6동	남자	2,422	2,463	908	969	844	932	670	562
2006	양천구	신정제6동	여자	2,596	2,619	1,011	1,088	896	936	689	595
2006	양천구	신정제7동	소계	6,410	6,194	1,876	1,828	2,694	2,513	1,840	1,853
2006	양천구	신정제7동	남자	3,089	3,032	907	909	1,301	1,236	881	887
2006	양천구	신정제7동	여자	3,321	3,162	969	919	1,393	1,277	959	966
2006	강서구	계	소계	117,245	119,233	42,079	42,079	40,950	37,688	34,216	39,466
2006	강서구	계	남자	57,724	59,032	20,628	20,628	20,381	18,561	16,715	19,843
2006	강서구	계	여자	59,521	60,201	21,451	21,451	20,569	19,127	17,501	19,623
2006	강서구	염창동	소계	7,926	6,847	2,118	1,688	3,350	2,842	2,458	2,317
2006	강서구	염창동	남자	3,899	3,411	1,032	845	1,673	1,405	1,194	1,161
2006	강서구	염창동	여자	4,027	3,436	1,086	843	1,677	1,437	1,264	1,156
2006	강서구	등촌제1동	소계	5,169	5,075	1,957	1,958	1,821	1,566	1,391	1,551
2006	강서구	등촌제1동	남자	2,574	2,622	967	998	908	801	699	823
2006	강서구	등촌제1동	여자	2,595	2,453	990	960	913	765	692	728
2006	강서구	등촌제2동	소계	4,533	4,725	1,086	1,281	2,259	2,259	1,188	1,185
2006	강서구	등촌제2동	남자	2,263	2,342	568	651	1,110	1,097	585	594
2006	강서구	등촌제2동	여자	2,270	2,383	518	630	1,149	1,162	603	591
2006	강서구	등촌제3동	소계	6,454	6,476	1,963	2,060	2,566	2,228	1,925	2,188
2006	강서구	등촌제3동	남자	3,130	3,079	954	971	1,267	1,049	909	1,059
2006	강서구	등촌제3동	여자	3,324	3,397	1,009	1,089	1,299	1,179	1,016	1,129
2006	강서구	화곡본동	소계	8,117	8,570	2,781	2,837	2,958	2,751	2,378	2,982
2006	강서구	화곡본동	남자	4,003	4,122	1,387	1,345	1,461	1,333	1,155	1,444
2006	강서구	화곡본동	여자	4,114	4,448	1,394	1,492	1,497	1,418	1,223	1,538
2006	강서구	화곡제1동	소계	5,529	6,117	1,552	1,707	2,425	2,478	1,552	1,932
2006	강서구	화곡제1동	남자	2,751	3,064	739	815	1,231	1,207	781	1,042
2006	강서구	화곡제1동	여자	2,778	3,053	813	892	1,194	1,271	771	890
2006	강서구	화곡제2동	소계	4,741	4,958	1,744	1,719	1,863	1,610	1,134	1,629
2006	강서구	화곡제2동	남자	2,310	2,422	836	838	899	773	575	811
2006	강서구	화곡제2동	여자	2,431	2,536	908	881	964	837	559	818
2006	강서구	화곡제3동	소계	5,063	5,527	2,007	1,917	1,676	1,904	1,380	1,706
2006	강서구	화곡제3동	남자	2,450	2,760	947	957	827	972	676	831
2006	강서구	화곡제3동	여자	2,613	2,767	1,060	960	849	932	704	875
2006	강서구	화곡제4동	소계	4,996	5,123	1,322	1,530	2,317	2,009	1,357	1,584
2006	강서구	화곡제4동	남자	2,491	2,552	672	753	1,160	978	659	821
2006	강서구	화곡제4동	여자	2,505	2,571	650	777	1,157	1,031	698	763
2006	강서구	화곡제5동	소계	4,981	4,583	2,376	2,142	1,392	1,157	1,213	1,284
2006	강서구	화곡제5동	남자	2,434	2,226	1,202	1,043	656	556	576	627
2006	강서구	화곡제5동	여자	2,547	2,357	1,174	1,099	736	601	637	657
2006	강서구	화곡제6동	소계	5,967	5,692	2,198	2,064	2,006	1,726	1,763	1,902
2006	강서구	화곡제6동	남자	2,898	2,768	1,063	992	966	856	869	920
2006	강서구	화곡제6동	여자	3,069	2,924	1,135	1,072	1,040	870	894	982
2006	강서구	화곡제7동	소계	6,213	6,996	2,030	2,334	2,440	2,484	1,743	2,178
2006	강서구	화곡제7동	남자	3,026	3,368	982	1,127	1,203	1,183	841	1,058
2006	강서구	화곡제7동	여자	3,187	3,628	1,048	1,207	1,237	1,301	902	1,120
2006	강서구	화곡제8동	소계	5,920	6,231	1,998	1,994	2,369	2,162	1,553	2,075
2006	강서구	화곡제8동	남자	2,867	3,070	951	968	1,154	1,057	762	1,045
2006	강서구	화곡제8동	여자	3,053	3,161	1,047	1,026	1,215	1,105	791	1,030
2006	강서구	가양제1동	소계	4,829	3,981	1,882	1,416	1,455	1,183	1,492	1,382
2006	강서구	가양제1동	남자	2,393	2,029	918	711	739	604	736	714
2006	강서구	가양제1동	여자	2,436	1,952	964	705	716	579	756	668
2006	강서구	가양제2동	소계	3,067	3,264	876	1,123	1,327	1,036	864	1,105
2006	강서구	가양제2동	남자	1,549	1,669	427	565	689	534	433	570
2006	강서구	가양제2동	여자	1,518	1,595	449	558	638	502	431	535
2006	강서구	가양제3동	소계	3,255	3,686	925	1,246	1,345	1,232	985	1,208
2006	강서구	가양제3동	남자	1,542	1,819	432	614	657	613	453	592
2006	강서구	가양제3동	여자	1,713	1,867	493	632	688	619	532	616
2006	강서구	발산제1동	소계	3,521	3,023	1,888	1,491	728	625	905	907
2006	강서구	발산제1동	남자	1,679	1,507	892	720	360	315	427	472
2006	강서구	발산제1동	여자	1,842	1,516	996	771	368	310	478	435
2006	강서구	발산제2동	소계	4,191	3,411	2,014	1,592	1,060	813	1,117	1,006
2006	강서구	발산제2동	남자	1,979	1,601	952	742	519	383	508	476
2006	강서구	발산제2동	여자	2,212	1,810	1,062	850	541	430	609	530
2006	강서구	공항동	소계	5,528	5,757	1,838	1,973	1,520	1,357	2,170	2,427
2006	강서구	공항동	남자	2,871	2,963	945	983	789	693	1,137	1,287
2006	강서구	공항동	여자	2,657	2,794	893	990	731	664	1,033	1,140
2006	강서구	방화제1동	소계	6,422	7,510	3,137	3,477	1,348	1,521	1,937	2,512
2006	강서구	방화제1동	남자	3,236	3,819	1,566	1,749	703	772	967	1,298
2006	강서구	방화제1동	여자	3,186	3,691	1,571	1,728	645	749	970	1,214
2006	강서구	방화제2동	소계	5,334	5,622	2,315	2,369	1,203	1,114	1,816	2,139
2006	강서구	방화제2동	남자	2,705	2,812	1,168	1,166	641	566	896	1,080
2006	강서구	방화제2동	여자	2,629	2,810	1,147	1,203	562	548	920	1,059
2006	강서구	방화제3동	소계	5,489	6,059	2,072	2,161	1,522	1,631	1,895	2,267
2006	강서구	방화제3동	남자	2,674	3,007	1,028	1,075	769	814	877	1,118
2006	강서구	방화제3동	여자	2,815	3,052	1,044	1,086	753	817	1,018	1,149
2006	구로구	계	소계	85,511	85,880	22,983	22,983	30,769	29,020	31,759	33,877
2006	구로구	계	남자	42,949	43,351	11,396	11,396	15,673	14,649	15,880	17,306
2006	구로구	계	여자	42,562	42,529	11,587	11,587	15,096	14,371	15,879	16,571
2006	구로구	신도림동	소계	6,289	5,758	1,029	806	3,079	2,994	2,181	1,958
2006	구로구	신도림동	남자	3,135	2,891	499	394	1,570	1,507	1,066	990
2006	구로구	신도림동	여자	3,154	2,867	530	412	1,509	1,487	1,115	968
2006	구로구	구로제1동	소계	4,721	3,946	782	610	2,066	1,694	1,873	1,642
2006	구로구	구로제1동	남자	2,313	1,952	402	290	1,010	841	901	821
2006	구로구	구로제1동	여자	2,408	1,994	380	320	1,056	853	972	821
2006	구로구	구로제2동	소계	3,508	3,965	1,343	1,496	992	1,083	1,173	1,386
2006	구로구	구로제2동	남자	1,839	2,046	708	768	545	577	586	701
2006	구로구	구로제2동	여자	1,669	1,919	635	728	447	506	587	685
2006	구로구	구로제3동	소계	6,296	5,333	1,379	1,314	2,796	2,233	2,121	1,786
2006	구로구	구로제3동	남자	3,234	2,769	677	671	1,438	1,142	1,119	956
2006	구로구	구로제3동	여자	3,062	2,564	702	643	1,358	1,091	1,002	830
2006	구로구	구로제4동	소계	3,001	3,446	1,103	1,191	1,030	1,052	868	1,203
2006	구로구	구로제4동	남자	1,475	1,746	536	568	522	558	417	620
2006	구로구	구로제4동	여자	1,526	1,700	567	623	508	494	451	583
2006	구로구	구로제5동	소계	6,793	6,794	1,410	1,409	2,993	2,892	2,390	2,493
2006	구로구	구로제5동	남자	3,431	3,425	688	723	1,526	1,463	1,217	1,239
2006	구로구	구로제5동	여자	3,362	3,369	722	686	1,467	1,429	1,173	1,254
2006	구로구	구로제6동	소계	2,940	3,416	864	1,080	1,121	1,271	955	1,065
2006	구로구	구로제6동	남자	1,484	1,713	421	497	581	662	482	554
2006	구로구	구로제6동	여자	1,456	1,703	443	583	540	609	473	511
2006	구로구	구로본동	소계	3,680	4,188	1,139	1,322	1,199	1,296	1,342	1,570
2006	구로구	구로본동	남자	1,865	2,153	583	692	598	653	684	808
2006	구로구	구로본동	여자	1,815	2,035	556	630	601	643	658	762
2006	구로구	가리봉제1동	소계	2,345	2,349	415	470	964	989	966	890
2006	구로구	가리봉제1동	남자	1,327	1,326	211	244	560	578	556	504
2006	구로구	가리봉제1동	여자	1,018	1,023	204	226	404	411	410	386
2006	구로구	가리봉제2동	소계	1,341	1,283	477	403	432	429	432	451
2006	구로구	가리봉제2동	남자	685	669	244	206	216	208	225	255
2006	구로구	가리봉제2동	여자	656	614	233	197	216	221	207	196
2006	구로구	고척제1동	소계	4,434	4,889	1,313	1,549	1,570	1,623	1,551	1,717
2006	구로구	고척제1동	남자	2,222	2,525	657	781	780	840	785	904
2006	구로구	고척제1동	여자	2,212	2,364	656	768	790	783	766	813
2006	구로구	고척제2동	소계	6,124	5,580	1,999	1,804	2,309	1,822	1,816	1,954
2006	구로구	고척제2동	남자	3,085	2,765	991	889	1,160	898	934	978
2006	구로구	고척제2동	여자	3,039	2,815	1,008	915	1,149	924	882	976
2006	구로구	개봉제1동	소계	3,187	3,493	1,242	1,260	919	1,001	1,026	1,232
2006	구로구	개봉제1동	남자	1,562	1,731	593	634	469	492	500	605
2006	구로구	개봉제1동	여자	1,625	1,762	649	626	450	509	526	627
2006	구로구	개봉제2동	소계	8,343	6,871	2,204	1,644	2,788	2,209	3,351	3,018
2006	구로구	개봉제2동	남자	4,088	3,355	1,053	814	1,389	1,052	1,646	1,489
2006	구로구	개봉제2동	여자	4,255	3,516	1,151	830	1,399	1,157	1,705	1,529
2006	구로구	개봉제3동	소계	4,559	4,618	1,095	1,154	1,042	1,023	2,422	2,441
2006	구로구	개봉제3동	남자	2,227	2,281	538	564	531	501	1,158	1,216
2006	구로구	개봉제3동	여자	2,332	2,337	557	590	511	522	1,264	1,225
2006	구로구	개봉본동	소계	4,094	4,566	1,511	1,651	1,131	1,233	1,452	1,682
2006	구로구	개봉본동	남자	2,032	2,276	752	796	578	584	702	896
2006	구로구	개봉본동	여자	2,062	2,290	759	855	553	649	750	786
2006	구로구	오류제1동	소계	4,644	4,119	1,581	1,161	1,373	1,197	1,690	1,761
2006	구로구	오류제1동	남자	2,310	2,056	778	565	695	607	837	884
2006	구로구	오류제1동	여자	2,334	2,063	803	596	678	590	853	877
2006	구로구	오류제2동	소계	5,475	6,287	1,311	1,340	1,751	1,832	2,413	3,115
2006	구로구	오류제2동	남자	2,790	3,144	671	639	900	912	1,219	1,593
2006	구로구	오류제2동	여자	2,685	3,143	640	701	851	920	1,194	1,522
2006	구로구	수궁동	소계	3,737	4,979	786	1,319	1,214	1,147	1,737	2,513
2006	구로구	수궁동	남자	1,845	2,528	394	661	605	574	846	1,293
