기간	자치구	동	성별	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)
기간	자치구	동	성별	총전입(⑦=①+③+⑤)	총전출(⑧=②+④+⑥)	구내이동	구내이동	구간이동	구간이동	시ㆍ도간이동	시ㆍ도간이동
기간	자치구	동	성별	총전입(⑦=①+③+⑤)	총전출(⑧=②+④+⑥)	전입(①)	전출(②)	전입(③)	전출(④)	전입(⑤)	전출(⑥)
2006	중구	소공동	여자	209	216	4	16	169	167	36	33
2006	중구	회현동	소계	964	1,090	69	71	527	720	368	299
2006	중구	회현동	남자	591	626	41	41	322	398	228	187
2006	중구	회현동	여자	373	464	28	30	205	322	140	112
2006	중구	명동	소계	620	617	55	57	352	372	213	188
2006	중구	명동	남자	323	315	33	29	183	191	107	95
2006	중구	명동	여자	297	302	22	28	169	181	106	93
2006	중구	필동	소계	1,056	1,113	141	174	533	611	382	328
2006	중구	필동	남자	581	638	71	91	300	358	210	189
2006	중구	필동	여자	475	475	70	83	233	253	172	139
2006	중구	장충동	소계	1,417	1,432	258	262	547	634	612	536
2006	중구	장충동	남자	743	749	127	133	285	325	331	291
2006	중구	장충동	여자	674	683	131	129	262	309	281	245
2006	중구	광희동	소계	1,127	1,165	175	296	555	591	397	278
2006	중구	광희동	남자	644	641	100	153	329	335	215	153
2006	중구	광희동	여자	483	524	75	143	226	256	182	125
2006	중구	을지로동	소계	480	506	42	49	287	285	151	172
2006	중구	을지로동	남자	299	306	28	28	169	177	102	101
2006	중구	을지로동	여자	181	200	14	21	118	108	49	71
2006	중구	신당제1동	소계	1,813	2,046	436	534	831	932	546	580
2006	중구	신당제1동	남자	964	1,067	231	280	437	468	296	319
2006	중구	신당제1동	여자	849	979	205	254	394	464	250	261
2006	중구	신당제2동	소계	3,335	3,385	843	850	1,566	1,576	926	959
2006	중구	신당제2동	남자	1,606	1,655	395	413	775	780	436	462
2006	중구	신당제2동	여자	1,729	1,730	448	437	791	796	490	497
2006	중구	신당제3동	소계	3,786	4,123	595	634	2,144	2,410	1,047	1,079
2006	중구	신당제3동	남자	1,770	1,988	274	307	1,008	1,143	488	538
2006	중구	신당제3동	여자	2,016	2,135	321	327	1,136	1,267	559	541
2006	중구	신당제4동	소계	3,089	3,393	672	759	1,529	1,705	888	929
2006	중구	신당제4동	남자	1,500	1,650	322	363	747	817	431	470
2006	중구	신당제4동	여자	1,589	1,743	350	396	782	888	457	459
2006	중구	신당제5동	소계	1,832	2,008	470	467	930	1,047	432	494
2006	중구	신당제5동	남자	885	1,026	242	248	443	519	200	259
2006	중구	신당제5동	여자	947	982	228	219	487	528	232	235
2006	중구	신당제6동	소계	3,602	2,259	1,008	547	1,851	1,146	743	566
2006	중구	신당제6동	남자	1,790	1,117	516	270	907	571	367	276
2006	중구	신당제6동	여자	1,812	1,142	492	277	944	575	376	290
2006	중구	황학동	소계	1,266	1,418	146	202	705	812	415	404
2006	중구	황학동	남자	680	742	80	98	382	437	218	207
2006	중구	황학동	여자	586	676	66	104	323	375	197	197
2006	중구	중림동	소계	2,765	2,531	74	61	1,911	1,697	780	773
2006	중구	중림동	남자	1,363	1,261	46	43	908	828	409	390
2006	중구	중림동	여자	1,402	1,270	28	18	1,003	869	371	383
2006	용산구	계	소계	52,581	51,552	12,852	12,852	22,998	23,272	16,731	15,428
2006	용산구	계	남자	26,077	25,638	6,357	6,357	11,470	11,568	8,250	7,713
2006	용산구	계	여자	26,504	25,914	6,495	6,495	11,528	11,704	8,481	7,715
2006	용산구	후암동	소계	4,229	4,024	1,163	966	1,741	1,840	1,325	1,218
2006	용산구	후암동	남자	2,214	2,065	590	488	944	947	680	630
2006	용산구	후암동	여자	2,015	1,959	573	478	797	893	645	588
2006	용산구	용산동2가동	소계	2,417	2,541	569	719	976	1,009	872	813
2006	용산구	용산동2가동	남자	1,247	1,246	292	361	505	490	450	395
2006	용산구	용산동2가동	여자	1,170	1,295	277	358	471	519	422	418
2006	용산구	남영동	소계	2,252	2,221	619	618	897	991	736	612
2006	용산구	남영동	남자	1,331	1,268	331	332	556	580	444	356
2006	용산구	남영동	여자	921	953	288	286	341	411	292	256
2006	용산구	청파제1동	소계	3,062	3,478	518	609	1,488	1,868	1,056	1,001
2006	용산구	청파제1동	남자	1,522	1,785	257	310	762	945	503	530
2006	용산구	청파제1동	여자	1,540	1,693	261	299	726	923	553	471
2006	용산구	청파제2동	소계	2,156	2,170	477	510	647	918	1,032	742
2006	용산구	청파제2동	남자	996	1,014	249	254	329	434	418	326
2006	용산구	청파제2동	여자	1,160	1,156	228	256	318	484	614	416
2006	용산구	원효로제1동	소계	1,671	1,711	573	588	502	654	596	469
2006	용산구	원효로제1동	남자	879	898	300	300	268	353	311	245
2006	용산구	원효로제1동	여자	792	813	273	288	234	301	285	224
2006	용산구	원효로제2동	소계	3,633	3,554	870	702	1,745	1,826	1,018	1,026
2006	용산구	원효로제2동	남자	1,716	1,700	425	350	813	873	478	477
2006	용산구	원효로제2동	여자	1,917	1,854	445	352	932	953	540	549
2006	용산구	효창동	소계	2,526	2,764	964	934	957	1,114	605	716
2006	용산구	효창동	남자	1,221	1,378	466	470	455	543	300	365
2006	용산구	효창동	여자	1,305	1,386	498	464	502	571	305	351
2006	용산구	용문동	소계	2,677	3,002	917	902	1,083	1,358	677	742
2006	용산구	용문동	남자	1,322	1,491	457	450	535	657	330	384
2006	용산구	용문동	여자	1,355	1,511	460	452	548	701	347	358
2006	용산구	한강로제1동	소계	2,572	1,307	593	332	1,332	594	647	381
2006	용산구	한강로제1동	남자	1,298	683	299	165	670	314	329	204
2006	용산구	한강로제1동	여자	1,274	624	294	167	662	280	318	177
2006	용산구	한강로제2동	소계	1,189	1,316	251	352	520	565	418	399
2006	용산구	한강로제2동	남자	615	717	128	188	276	304	211	225
2006	용산구	한강로제2동	여자	574	599	123	164	244	261	207	174
2006	용산구	한강로제3동	소계	1,689	1,265	461	354	765	508	463	403
2006	용산구	한강로제3동	남자	879	650	245	182	397	269	237	199
2006	용산구	한강로제3동	여자	810	615	216	172	368	239	226	204
2006	용산구	이촌제1동	소계	4,802	4,753	783	937	2,669	2,573	1,350	1,243
2006	용산구	이촌제1동	남자	2,214	2,204	354	436	1,264	1,204	596	564
2006	용산구	이촌제1동	여자	2,588	2,549	429	501	1,405	1,369	754	679
2006	용산구	이촌제2동	소계	2,337	2,160	587	670	1,051	830	699	660
2006	용산구	이촌제2동	남자	1,108	1,051	276	314	502	423	330	314
2006	용산구	이촌제2동	여자	1,229	1,109	311	356	549	407	369	346
2006	용산구	이태원제1동	소계	1,958	2,028	559	627	807	803	592	598
2006	용산구	이태원제1동	남자	962	1,009	270	307	373	403	319	299
2006	용산구	이태원제1동	여자	996	1,019	289	320	434	400	273	299
2006	용산구	이태원제2동	소계	2,066	2,057	428	455	953	878	685	724
2006	용산구	이태원제2동	남자	982	985	200	218	458	411	324	356
2006	용산구	이태원제2동	여자	1,084	1,072	228	237	495	467	361	368
2006	용산구	한남제1동	소계	3,081	2,943	493	547	1,352	1,349	1,236	1,047
2006	용산구	한남제1동	남자	1,504	1,455	231	263	656	670	617	522
2006	용산구	한남제1동	여자	1,577	1,488	262	284	696	679	619	525
2006	용산구	한남제2동	소계	2,518	2,373	593	564	1,081	1,083	844	726
2006	용산구	한남제2동	남자	1,279	1,165	296	270	557	524	426	371
2006	용산구	한남제2동	여자	1,239	1,208	297	294	524	559	418	355
2006	용산구	서빙고동	소계	1,928	1,937	479	514	836	845	613	578
2006	용산구	서빙고동	남자	917	920	231	233	384	402	302	285
2006	용산구	서빙고동	여자	1,011	1,017	248	281	452	443	311	293
2006	용산구	보광동	소계	3,818	3,948	955	952	1,596	1,666	1,267	1,330
2006	용산구	보광동	남자	1,871	1,954	460	466	766	822	645	666
2006	용산구	보광동	여자	1,947	1,994	495	486	830	844	622	664
2006	성동구	계	소계	65,839	71,284	18,085	18,085	28,964	33,399	18,790	19,800
2006	성동구	계	남자	32,967	35,648	8,906	8,906	14,539	16,606	9,522	10,136
2006	성동구	계	여자	32,872	35,636	9,179	9,179	14,425	16,793	9,268	9,664
2006	성동구	왕십리제1동	소계	2,222	2,529	474	611	1,067	1,242	681	676
2006	성동구	왕십리제1동	남자	1,111	1,273	225	316	545	607	341	350
2006	성동구	왕십리제1동	여자	1,111	1,256	249	295	522	635	340	326
2006	성동구	왕십리제2동	소계	3,872	4,011	1,315	1,148	1,607	1,882	950	981
2006	성동구	왕십리제2동	남자	1,893	1,919	634	555	809	904	450	460
2006	성동구	왕십리제2동	여자	1,979	2,092	681	593	798	978	500	521
2006	성동구	도선동	소계	2,475	1,873	1,018	719	968	726	489	428
2006	성동구	도선동	남자	1,211	933	511	353	458	356	242	224
2006	성동구	도선동	여자	1,264	940	507	366	510	370	247	204
2006	성동구	마장동	소계	4,906	4,584	1,661	1,074	2,008	2,164	1,237	1,346
2006	성동구	마장동	남자	2,509	2,343	829	508	1,032	1,142	648	693
2006	성동구	마장동	여자	2,397	2,241	832	566	976	1,022	589	653
2006	성동구	사근동	소계	2,586	2,776	493	701	751	1,023	1,342	1,052
2006	성동구	사근동	남자	1,527	1,569	267	363	422	588	838	618
2006	성동구	사근동	여자	1,059	1,207	226	338	329	435	504	434
2006	성동구	행당제1동	소계	4,064	4,321	1,346	1,373	1,612	1,843	1,106	1,105
2006	성동구	행당제1동	남자	1,997	2,144	643	669	791	902	563	573
2006	성동구	행당제1동	여자	2,067	2,177	703	704	821	941	543	532
2006	성동구	행당제2동	소계	4,889	5,883	1,344	1,671	2,330	2,716	1,215	1,496
2006	성동구	행당제2동	남자	2,265	2,813	606	808	1,093	1,278	566	727
2006	성동구	행당제2동	여자	2,624	3,070	738	863	1,237	1,438	649	769
2006	성동구	응봉동	소계	3,445	3,702	1,055	1,095	1,462	1,633	928	974
2006	성동구	응봉동	남자	1,612	1,790	516	514	666	808	430	468
2006	성동구	응봉동	여자	1,833	1,912	539	581	796	825	498	506
2006	성동구	금호1가동	소계	4,109	4,189	1,435	1,372	1,761	1,811	913	1,006
2006	성동구	금호1가동	남자	1,982	2,007	715	673	831	847	436	487
2006	성동구	금호1가동	여자	2,127	2,182	720	699	930	964	477	519
2006	성동구	금호2가동	소계	2,221	2,466	910	892	756	957	555	617
2006	성동구	금호2가동	남자	1,080	1,190	448	439	364	455	268	296
2006	성동구	금호2가동	여자	1,141	1,276	462	453	392	502	287	321
2006	성동구	금호3가동	소계	3,368	3,466	1,120	1,126	1,394	1,481	854	859
2006	성동구	금호3가동	남자	1,600	1,677	491	548	696	732	413	397
2006	성동구	금호3가동	여자	1,768	1,789	629	578	698	749	441	462
2006	성동구	금호4가동	소계	2,805	2,871	823	887	1,226	1,258	756	726
2006	성동구	금호4가동	남자	1,348	1,376	395	403	579	595	374	378
2006	성동구	금호4가동	여자	1,457	1,495	428	484	647	663	382	348
2006	성동구	옥수제1동	소계	1,733	1,949	311	549	799	815	623	585
2006	성동구	옥수제1동	남자	903	1,006	151	257	429	419	323	330
2006	성동구	옥수제1동	여자	830	943	160	292	370	396	300	255
2006	성동구	옥수제2동	소계	3,362	3,730	459	516	1,974	2,164	929	1,050
2006	성동구	옥수제2동	남자	1,574	1,757	210	237	939	1,023	425	497
2006	성동구	옥수제2동	여자	1,788	1,973	249	279	1,035	1,141	504	553
2006	성동구	성수1가제1동	소계	3,756	4,972	1,084	1,553	1,533	2,176	1,139	1,243
2006	성동구	성수1가제1동	남자	1,936	2,568	548	809	802	1,111	586	648
2006	성동구	성수1가제1동	여자	1,820	2,404	536	744	731	1,065	553	595
2006	성동구	성수1가제2동	소계	4,021	4,534	1,013	942	1,642	2,176	1,366	1,416
2006	성동구	성수1가제2동	남자	2,093	2,352	524	487	857	1,122	712	743
2006	성동구	성수1가제2동	여자	1,928	2,182	489	455	785	1,054	654	673
2006	성동구	성수2가제1동	소계	4,041	4,087	1,151	766	1,813	1,952	1,077	1,369
2006	성동구	성수2가제1동	남자	2,104	2,109	607	391	943	990	554	728
2006	성동구	성수2가제1동	여자	1,937	1,978	544	375	870	962	523	641
2006	성동구	성수2가제3동	소계	2,726	3,007	546	598	1,274	1,490	906	919
2006	성동구	성수2가제3동	남자	1,422	1,590	297	326	672	769	453	495
2006	성동구	성수2가제3동	여자	1,304	1,417	249	272	602	721	453	424
2006	성동구	송정동	소계	2,295	3,232	249	277	1,293	2,002	753	953
2006	성동구	송정동	남자	1,235	1,620	145	142	704	984	386	494
2006	성동구	송정동	여자	1,060	1,612	104	135	589	1,018	367	459
2006	성동구	용답동	소계	2,943	3,102	278	215	1,694	1,888	971	999
2006	성동구	용답동	남자	1,565	1,612	144	108	907	974	514	530
2006	성동구	용답동	여자	1,378	1,490	134	107	787	914	457	469
2006	광진구	계	소계	80,843	84,015	23,997	23,997	31,716	33,705	25,130	26,313
2006	광진구	계	남자	39,911	41,911	11,710	11,710	15,768	16,791	12,433	13,410
2006	광진구	계	여자	40,932	42,104	12,287	12,287	15,948	16,914	12,697	12,903
2006	광진구	노유제1동	소계	2,823	3,077	774	1,016	1,029	1,145	1,020	916
2006	광진구	노유제1동	남자	1,366	1,550	368	476	510	594	488	480
2006	광진구	노유제1동	여자	1,457	1,527	406	540	519	551	532	436
2006	광진구	노유제2동	소계	3,385	3,061	1,077	1,080	1,460	1,112	848	869
2006	광진구	노유제2동	남자	1,740	1,597	556	546	744	572	440	479
2006	광진구	노유제2동	여자	1,645	1,464	521	534	716	540	408	390
2006	광진구	화양동	소계	6,060	6,196	978	1,231	2,240	2,720	2,842	2,245
2006	광진구	화양동	남자	3,063	3,151	444	599	1,165	1,389	1,454	1,163
2006	광진구	화양동	여자	2,997	3,045	534	632	1,075	1,331	1,388	1,082
2006	광진구	군자동	소계	4,467	4,812	836	1,051	2,020	2,246	1,611	1,515
2006	광진구	군자동	남자	2,299	2,452	441	517	1,036	1,129	822	806
2006	광진구	군자동	여자	2,168	2,360	395	534	984	1,117	789	709
2006	광진구	중곡제1동	소계	3,896	4,329	1,234	1,366	1,551	1,761	1,111	1,202
2006	광진구	중곡제1동	남자	1,919	2,175	596	672	798	889	525	614
2006	광진구	중곡제1동	여자	1,977	2,154	638	694	753	872	586	588
2006	광진구	중곡제2동	소계	5,098	5,215	1,966	1,701	1,917	2,027	1,215	1,487
2006	광진구	중곡제2동	남자	2,478	2,517	957	816	936	986	585	715
2006	광진구	중곡제2동	여자	2,620	2,698	1,009	885	981	1,041	630	772
2006	광진구	중곡제3동	소계	4,266	4,552	1,168	1,093	2,049	2,200	1,049	1,259
2006	광진구	중곡제3동	남자	2,102	2,245	575	524	993	1,079	534	642
2006	광진구	중곡제3동	여자	2,164	2,307	593	569	1,056	1,121	515	617
2006	광진구	중곡제4동	소계	6,311	7,071	2,213	1,998	2,540	3,041	1,558	2,032
2006	광진구	중곡제4동	남자	3,150	3,477	1,118	972	1,268	1,484	764	1,021
2006	광진구	중곡제4동	여자	3,161	3,594	1,095	1,026	1,272	1,557	794	1,011
2006	광진구	능동	소계	2,775	2,933	777	823	1,095	1,152	903	958
2006	광진구	능동	남자	1,311	1,435	356	389	505	558	450	488
2006	광진구	능동	여자	1,464	1,498	421	434	590	594	453	470
2006	광진구	구의제1동	소계	5,839	5,946	1,681	1,790	2,179	2,127	1,979	2,029
2006	광진구	구의제1동	남자	2,833	2,938	833	876	1,077	1,026	923	1,036
2006	광진구	구의제1동	여자	3,006	3,008	848	914	1,102	1,101	1,056	993
2006	광진구	구의제2동	소계	5,171	5,269	1,832	1,493	1,917	2,016	1,422	1,760
2006	광진구	구의제2동	남자	2,529	2,642	886	754	952	1,006	691	882
2006	광진구	구의제2동	여자	2,642	2,627	946	739	965	1,010	731	878
2006	광진구	구의제3동	소계	6,625	6,662	2,010	1,840	2,582	2,718	2,033	2,104
2006	광진구	구의제3동	남자	3,207	3,245	945	887	1,259	1,320	1,003	1,038
2006	광진구	구의제3동	여자	3,418	3,417	1,065	953	1,323	1,398	1,030	1,066
2006	광진구	광장동	소계	6,242	6,577	1,323	1,437	2,747	2,804	2,172	2,336
2006	광진구	광장동	남자	3,098	3,276	648	689	1,351	1,411	1,099	1,176
2006	광진구	광장동	여자	3,144	3,301	675	748	1,396	1,393	1,073	1,160
2006	광진구	자양제1동	소계	5,883	6,061	2,073	2,142	1,947	2,024	1,863	1,895
2006	광진구	자양제1동	남자	2,891	3,038	1,011	1,054	958	1,018	922	966
2006	광진구	자양제1동	여자	2,992	3,023	1,062	1,088	989	1,006	941	929
2006	광진구	자양제2동	소계	5,698	6,154	2,088	1,891	1,895	2,221	1,715	2,042
2006	광진구	자양제2동	남자	2,810	3,044	1,028	913	945	1,092	837	1,039
2006	광진구	자양제2동	여자	2,888	3,110	1,060	978	950	1,129	878	1,003
2006	광진구	자양제3동	소계	6,304	6,100	1,967	2,045	2,548	2,391	1,789	1,664
2006	광진구	자양제3동	남자	3,115	3,129	948	1,026	1,271	1,238	896	865
2006	광진구	자양제3동	여자	3,189	2,971	1,019	1,019	1,277	1,153	893	799
2006	동대문구	계	소계	76,916	80,539	25,653	25,653	29,457	31,778	21,806	23,108
2006	동대문구	계	남자	38,985	40,907	12,709	12,709	15,045	16,288	11,231	11,910
2006	동대문구	계	여자	37,931	39,632	12,944	12,944	14,412	15,490	10,575	11,198
2006	동대문구	신설동	소계	1,739	1,996	346	408	822	1,038	571	550
2006	동대문구	신설동	남자	933	1,054	187	214	431	553	315	287
2006	동대문구	신설동	여자	806	942	159	194	391	485	256	263
2006	동대문구	용두제1동	소계	1,597	2,408	410	823	628	885	559	700
2006	동대문구	용두제1동	남자	841	1,318	222	453	333	495	286	370
2006	동대문구	용두제1동	여자	756	1,090	188	370	295	390	273	330
2006	동대문구	용두제2동	소계	2,493	2,440	618	508	1,131	1,181	744	751
2006	동대문구	용두제2동	남자	1,317	1,254	335	263	602	597	380	394
2006	동대문구	용두제2동	여자	1,176	1,186	283	245	529	584	364	357
2006	동대문구	제기제1동	소계	2,660	2,863	728	879	1,126	1,221	806	763
2006	동대문구	제기제1동	남자	1,382	1,489	381	442	577	641	424	406
2006	동대문구	제기제1동	여자	1,278	1,374	347	437	549	580	382	357
2006	동대문구	제기제2동	소계	3,216	3,342	732	639	1,407	1,633	1,077	1,070
2006	동대문구	제기제2동	남자	1,750	1,775	356	334	761	870	633	571
2006	동대문구	제기제2동	여자	1,466	1,567	376	305	646	763	444	499
2006	동대문구	전농제1동	소계	2,728	2,582	1,199	988	869	949	660	645
2006	동대문구	전농제1동	남자	1,416	1,328	616	484	464	511	336	333
2006	동대문구	전농제1동	여자	1,312	1,254	583	504	405	438	324	312
2006	동대문구	전농제2동	소계	1,544	1,614	616	562	434	545	494	507
2006	동대문구	전농제2동	남자	865	868	320	294	254	313	291	261
2006	동대문구	전농제2동	여자	679	746	296	268	180	232	203	246
2006	동대문구	전농제3동	소계	3,381	3,770	1,503	1,428	1,191	1,267	687	1,075
2006	동대문구	전농제3동	남자	1,726	1,846	769	671	607	644	350	531
2006	동대문구	전농제3동	여자	1,655	1,924	734	757	584	623	337	544
2006	동대문구	전농제4동	소계	2,392	2,624	1,118	1,106	686	807	588	711
2006	동대문구	전농제4동	남자	1,237	1,327	567	543	361	417	309	367
2006	동대문구	전농제4동	여자	1,155	1,297	551	563	325	390	279	344
2006	동대문구	답십리제1동	소계	1,887	2,138	877	885	546	688	464	565
2006	동대문구	답십리제1동	남자	959	1,081	437	432	263	347	259	302
2006	동대문구	답십리제1동	여자	928	1,057	440	453	283	341	205	263
2006	동대문구	답십리제2동	소계	2,643	3,120	1,141	1,245	899	1,081	603	794
2006	동대문구	답십리제2동	남자	1,309	1,557	563	615	438	547	308	395
2006	동대문구	답십리제2동	여자	1,334	1,563	578	630	461	534	295	399
2006	동대문구	답십리제3동	소계	1,090	2,417	386	1,038	453	858	251	521
2006	동대문구	답십리제3동	남자	543	1,249	187	546	232	436	124	267
2006	동대문구	답십리제3동	여자	547	1,168	199	492	221	422	127	254
2006	동대문구	답십리제4동	소계	3,398	3,524	1,304	1,686	1,404	1,023	690	815
2006	동대문구	답십리제4동	남자	1,706	1,761	639	849	714	496	353	416
2006	동대문구	답십리제4동	여자	1,692	1,763	665	837	690	527	337	399
2006	동대문구	답십리제5동	소계	2,896	2,197	974	718	1,309	888	613	591
2006	동대문구	답십리제5동	남자	1,432	1,157	496	384	632	464	304	309
2006	동대문구	답십리제5동	여자	1,464	1,040	478	334	677	424	309	282
2006	동대문구	장안제1동	소계	3,982	3,988	1,348	1,349	1,612	1,570	1,022	1,069
2006	동대문구	장안제1동	남자	2,059	2,040	677	665	851	827	531	548
2006	동대문구	장안제1동	여자	1,923	1,948	671	684	761	743	491	521
2006	동대문구	장안제2동	소계	4,634	2,867	1,759	966	1,978	1,175	897	726
2006	동대문구	장안제2동	남자	2,281	1,453	857	478	1,007	596	417	379
2006	동대문구	장안제2동	여자	2,353	1,414	902	488	971	579	480	347
2006	동대문구	장안제3동	소계	3,994	3,776	1,077	1,178	1,990	1,553	927	1,045
2006	동대문구	장안제3동	남자	1,999	1,932	529	561	1,016	811	454	560
2006	동대문구	장안제3동	여자	1,995	1,844	548	617	974	742	473	485
2006	동대문구	장안제4동	소계	2,936	3,226	1,418	1,384	936	1,076	582	766
2006	동대문구	장안제4동	남자	1,489	1,638	681	687	490	562	318	389
2006	동대문구	장안제4동	여자	1,447	1,588	737	697	446	514	264	377
2006	동대문구	청량리제1동	소계	2,441	2,825	886	817	872	1,094	683	914
2006	동대문구	청량리제1동	남자	1,190	1,404	432	403	411	533	347	468
2006	동대문구	청량리제1동	여자	1,251	1,421	454	414	461	561	336	446
2006	동대문구	청량리제2동	소계	1,975	1,948	723	626	722	758	530	564
2006	동대문구	청량리제2동	남자	1,003	979	361	306	372	379	270	294
2006	동대문구	청량리제2동	여자	972	969	362	320	350	379	260	270
2006	동대문구	회기동	소계	3,003	2,957	864	834	875	1,086	1,264	1,037
2006	동대문구	회기동	남자	1,520	1,449	393	386	467	544	660	519
2006	동대문구	회기동	여자	1,483	1,508	471	448	408	542	604	518
2006	동대문구	휘경제1동	소계	3,983	4,374	1,294	1,281	1,340	1,750	1,349	1,343
2006	동대문구	휘경제1동	남자	1,955	2,147	633	612	673	873	649	662
2006	동대문구	휘경제1동	여자	2,028	2,227	661	669	667	877	700	681
2006	동대문구	휘경제2동	소계	4,618	4,740	1,486	1,371	1,515	1,854	1,617	1,515
2006	동대문구	휘경제2동	남자	2,290	2,387	707	665	754	939	829	783
2006	동대문구	휘경제2동	여자	2,328	2,353	779	706	761	915	788	732
2006	동대문구	이문제1동	소계	2,975	3,290	1,000	910	974	1,300	1,001	1,080
2006	동대문구	이문제1동	남자	1,445	1,600	479	428	491	628	475	544
2006	동대문구	이문제1동	여자	1,530	1,690	521	482	483	672	526	536
2006	동대문구	이문제2동	소계	4,483	4,877	1,158	1,355	1,392	1,925	1,933	1,597
2006	동대문구	이문제2동	남자	2,293	2,482	549	650	705	991	1,039	841
2006	동대문구	이문제2동	여자	2,190	2,395	609	705	687	934	894	756
2006	동대문구	이문제3동	소계	4,228	4,636	688	669	2,346	2,573	1,194	1,394
2006	동대문구	이문제3동	남자	2,045	2,332	336	344	1,139	1,274	570	714
2006	동대문구	이문제3동	여자	2,183	2,304	352	325	1,207	1,299	624	680
2006	중랑구	계	소계	85,105	88,396	33,065	33,065	29,456	28,442	22,584	26,889
2006	중랑구	계	남자	42,017	43,998	16,268	16,268	14,840	14,243	10,909	13,487
2006	중랑구	계	여자	43,088	44,398	16,797	16,797	14,616	14,199	11,675	13,402
2006	중랑구	면목제1동	소계	4,262	4,805	1,838	2,121	1,318	1,297	1,106	1,387
2006	중랑구	면목제1동	남자	2,092	2,410	910	1,061	657	640	525	709
2006	중랑구	면목제1동	여자	2,170	2,395	928	1,060	661	657	581	678
2006	중랑구	면목제2동	소계	4,876	5,433	1,696	1,865	1,738	1,837	1,442	1,731
2006	중랑구	면목제2동	남자	2,464	2,778	844	928	887	949	733	901
2006	중랑구	면목제2동	여자	2,412	2,655	852	937	851	888	709	830
2006	중랑구	면목제3동	소계	3,763	4,204	1,570	1,852	1,305	1,283	888	1,069
2006	중랑구	면목제3동	남자	1,834	2,073	783	923	652	626	399	524
2006	중랑구	면목제3동	여자	1,929	2,131	787	929	653	657	489	545
2006	중랑구	면목제4동	소계	5,008	4,869	1,148	1,157	2,312	2,176	1,548	1,536
2006	중랑구	면목제4동	남자	2,401	2,319	579	563	1,215	1,031	607	725
2006	중랑구	면목제4동	여자	2,607	2,550	569	594	1,097	1,145	941	811
2006	중랑구	면목제5동	소계	2,443	3,055	923	1,176	926	1,012	594	867
2006	중랑구	면목제5동	남자	1,255	1,539	472	566	491	516	292	457
2006	중랑구	면목제5동	여자	1,188	1,516	451	610	435	496	302	410
2006	중랑구	면목제6동	소계	3,327	3,515	1,562	1,645	1,005	885	760	985
2006	중랑구	면목제6동	남자	1,659	1,757	773	820	512	433	374	504
2006	중랑구	면목제6동	여자	1,668	1,758	789	825	493	452	386	481
2006	중랑구	면목제7동	소계	5,458	5,337	1,876	1,769	2,344	2,039	1,238	1,529
2006	중랑구	면목제7동	남자	2,688	2,672	923	899	1,140	1,027	625	746
2006	중랑구	면목제7동	여자	2,770	2,665	953	870	1,204	1,012	613	783
2006	중랑구	면목제8동	소계	2,603	2,797	1,248	1,253	765	777	590	767
2006	중랑구	면목제8동	남자	1,289	1,396	608	613	385	407	296	376
2006	중랑구	면목제8동	여자	1,314	1,401	640	640	380	370	294	391
2006	중랑구	상봉제1동	소계	5,973	4,649	2,770	1,867	1,880	1,335	1,323	1,447
2006	중랑구	상봉제1동	남자	2,936	2,328	1,331	948	955	666	650	714
2006	중랑구	상봉제1동	여자	3,037	2,321	1,439	919	925	669	673	733
2006	중랑구	상봉제2동	소계	4,097	4,645	1,523	1,942	1,347	1,297	1,227	1,406
2006	중랑구	상봉제2동	남자	2,047	2,344	728	935	710	697	609	712
2006	중랑구	상봉제2동	여자	2,050	2,301	795	1,007	637	600	618	694
2006	중랑구	중화제1동	소계	4,127	4,470	1,776	1,605	1,379	1,554	972	1,311
2006	중랑구	중화제1동	남자	2,045	2,170	870	764	696	763	479	643
2006	중랑구	중화제1동	여자	2,082	2,300	906	841	683	791	493	668
2006	중랑구	중화제2동	소계	3,356	3,894	1,124	1,524	1,136	1,189	1,096	1,181
2006	중랑구	중화제2동	남자	1,737	1,994	567	785	597	604	573	605
2006	중랑구	중화제2동	여자	1,619	1,900	557	739	539	585	523	576
2006	중랑구	중화제3동	소계	2,969	3,200	1,311	1,328	952	1,009	706	863
2006	중랑구	중화제3동	남자	1,502	1,602	654	662	511	500	337	440
2006	중랑구	중화제3동	여자	1,467	1,598	657	666	441	509	369	423
2006	중랑구	묵제1동	소계	6,553	6,891	1,862	1,653	2,792	2,953	1,899	2,285
2006	중랑구	묵제1동	남자	3,220	3,436	915	827	1,375	1,457	930	1,152
2006	중랑구	묵제1동	여자	3,333	3,455	947	826	1,417	1,496	969	1,133
2006	중랑구	묵제2동	소계	3,910	4,492	1,259	1,448	1,618	1,780	1,033	1,264
2006	중랑구	묵제2동	남자	1,958	2,257	618	700	827	903	513	654
2006	중랑구	묵제2동	여자	1,952	2,235	641	748	791	877	520	610
2006	중랑구	망우제1동	소계	6,241	4,339	2,604	1,480	1,782	1,064	1,855	1,795
2006	중랑구	망우제1동	남자	3,026	2,125	1,299	711	838	534	889	880
2006	중랑구	망우제1동	여자	3,215	2,214	1,305	769	944	530	966	915
2006	중랑구	망우제2동	소계	2,348	2,301	1,189	1,057	567	477	592	767
2006	중랑구	망우제2동	남자	1,159	1,149	588	516	285	244	286	389
2006	중랑구	망우제2동	여자	1,189	1,152	601	541	282	233	306	378
