기간	자치구	세대	인구	인구	인구	인구	인구	인구	인구	인구	인구	인구밀도	인구밀도	세대당인구	65세이상고령자
기간	자치구	세대	합계	합계	합계	한국인	한국인	한국인	등록외국인	등록외국인	등록외국인	인구밀도	인구밀도	세대당인구	65세이상고령자
기간	자치구	세대	계	남자	여자	계	남자	여자	계	남자	여자	인구밀도(명/㎢)	면적(㎢)	세대당인구	65세이상고령자
2018.2/4	노원구	217,662	553,177	268,396	284,781	549,365	266,826	282,539	3,812	1,570	2,242	-	-	2.52	75,741
2018.2/4	은평구	203,547	489,045	236,802	252,243	484,642	234,905	249,737	4,403	1,897	2,506	-	-	2.38	76,097
2018.2/4	서대문구	137,725	323,261	154,145	169,116	311,280	150,131	161,149	11,981	4,014	7,967	-	-	2.26	49,935
2018.2/4	마포구	170,788	385,507	182,627	202,880	374,691	178,430	196,261	10,816	4,197	6,619	-	-	2.19	50,350
2018.2/4	양천구	176,234	471,026	232,087	238,939	467,151	230,322	236,829	3,875	1,765	2,110	-	-	2.65	56,742
2018.2/4	강서구	256,560	606,981	295,221	311,760	600,257	291,966	308,291	6,724	3,255	3,469	-	-	2.34	78,042
2018.2/4	구로구	171,882	440,305	220,880	219,425	407,235	202,016	205,219	33,070	18,864	14,206	-	-	2.37	60,564
2018.2/4	금천구	106,307	252,752	129,612	123,140	233,263	118,530	114,733	19,489	11,082	8,407	-	-	2.19	34,945
2018.2/4	영등포구	169,264	404,501	203,696	200,805	369,003	183,888	185,115	35,498	19,808	15,690	-	-	2.18	54,994
2018.2/4	동작구	174,427	407,275	197,984	209,291	394,788	192,296	202,492	12,487	5,688	6,799	-	-	2.26	58,133
2018.2/4	관악구	259,681	521,960	262,235	259,725	504,048	253,600	250,448	17,912	8,635	9,277	-	-	1.94	71,317
2018.2/4	서초구	174,268	443,989	212,679	231,310	439,844	210,596	229,248	4,145	2,083	2,062	-	-	2.52	54,614
2018.2/4	강남구	229,160	551,888	264,332	287,556	546,952	261,815	285,137	4,936	2,517	2,419	-	-	2.39	66,011
2018.2/4	송파구	268,325	673,161	327,051	346,110	666,439	323,741	342,698	6,722	3,310	3,412	-	-	2.48	79,093
2018.2/4	강동구	177,605	437,050	216,814	220,236	432,749	214,740	218,009	4,301	2,074	2,227	-	-	2.44	57,680
2018.3/4	합계	4,254,018	10,068,381	4,922,959	5,145,422	9,793,003	4,789,821	5,003,182	275,378	133,138	142,240	-	-	2.3	1,405,404
2018.3/4	종로구	73,696	163,086	79,301	83,785	153,396	75,024	78,372	9,690	4,277	5,413	-	-	2.08	26,622
2018.3/4	중구	61,232	135,258	66,554	68,704	125,815	62,063	63,752	9,443	4,491	4,952	-	-	2.05	21,902
2018.3/4	용산구	108,777	245,087	119,830	125,257	229,391	110,861	118,530	15,696	8,969	6,727	-	-	2.11	37,443
2018.3/4	성동구	136,831	317,197	155,652	161,545	309,251	152,006	157,245	7,946	3,646	4,300	-	-	2.26	42,581
2018.3/4	광진구	161,714	369,999	179,120	190,879	355,032	172,678	182,354	14,967	6,442	8,525	-	-	2.2	45,202
2018.3/4	동대문구	162,232	366,101	180,817	185,284	350,556	174,863	175,693	15,545	5,954	9,591	-	-	2.16	57,096
2018.3/4	중랑구	180,044	409,058	203,014	206,044	404,313	201,089	203,224	4,745	1,925	2,820	-	-	2.25	61,271
2018.3/4	성북구	186,744	449,574	217,656	231,918	438,031	213,159	224,872	11,543	4,497	7,046	-	-	2.35	67,447
2018.3/4	강북구	143,172	324,276	158,263	166,013	320,576	156,829	163,747	3,700	1,434	2,266	-	-	2.24	57,741
2018.3/4	도봉구	137,901	342,990	167,726	175,264	340,876	166,926	173,950	2,114	800	1,314	-	-	2.47	55,499
2018.3/4	노원구	217,900	551,069	267,318	283,751	546,911	265,555	281,356	4,158	1,763	2,395	-	-	2.51	76,466
2018.3/4	은평구	203,951	487,849	236,029	251,820	483,417	234,119	249,298	4,432	1,910	2,522	-	-	2.37	76,643
2018.3/4	서대문구	138,027	322,497	153,727	168,770	310,584	149,728	160,856	11,913	3,999	7,914	-	-	2.25	50,278
2018.3/4	마포구	171,320	385,032	182,174	202,858	374,106	177,973	196,133	10,926	4,201	6,725	-	-	2.18	50,559
2018.3/4	양천구	176,598	469,945	231,360	238,585	466,121	229,619	236,502	3,824	1,741	2,083	-	-	2.64	57,442
2018.3/4	강서구	257,558	605,068	294,128	310,940	598,416	290,908	307,508	6,652	3,220	3,432	-	-	2.32	78,814
2018.3/4	구로구	172,121	439,234	220,323	218,911	406,144	201,362	204,782	33,090	18,961	14,129	-	-	2.36	61,293
2018.3/4	금천구	106,774	252,359	129,482	122,877	232,760	118,311	114,449	19,599	11,171	8,428	-	-	2.18	35,299
2018.3/4	영등포구	170,208	403,724	203,134	200,590	368,577	183,471	185,106	35,147	19,663	15,484	-	-	2.17	55,364
2018.3/4	동작구	175,873	407,925	198,184	209,741	395,513	192,523	202,990	12,412	5,661	6,751	-	-	2.25	58,803
2018.3/4	관악구	261,401	521,685	261,905	259,780	503,956	253,377	250,579	17,729	8,528	9,201	-	-	1.93	71,840
2018.3/4	서초구	173,912	441,539	211,513	230,026	437,407	209,418	227,989	4,132	2,095	2,037	-	-	2.52	54,887
2018.3/4	강남구	228,883	549,255	263,137	286,118	544,257	260,599	283,658	4,998	2,538	2,460	-	-	2.38	66,412
2018.3/4	송파구	269,558	673,582	327,054	346,528	666,892	323,832	343,060	6,690	3,222	3,468	-	-	2.47	80,220
2018.3/4	강동구	177,591	434,992	215,558	219,434	430,705	213,528	217,177	4,287	2,030	2,257	-	-	2.43	58,280
2018.4/4	합계	4,263,868	10,049,607	4,910,849	5,138,758	9,765,623	4,773,899	4,991,724	283,984	136,950	147,034	-	-	2.29	1,416,131
2018.4/4	종로구	73,735	163,026	79,156	83,870	153,065	74,825	78,240	9,961	4,331	5,630	-	-	2.08	26,742
2018.4/4	중구	61,502	135,633	66,674	68,959	125,725	61,947	63,778	9,908	4,727	5,181	-	-	2.04	22,005
2018.4/4	용산구	108,974	245,090	119,766	125,324	228,999	110,640	118,359	16,091	9,126	6,965	-	-	2.1	37,640
2018.4/4	성동구	137,209	316,463	155,091	161,372	308,221	151,359	156,862	8,242	3,732	4,510	-	-	2.25	42,767
2018.4/4	광진구	162,606	371,063	179,527	191,536	355,559	172,794	182,765	15,504	6,733	8,771	-	-	2.19	45,619
2018.4/4	동대문구	161,820	364,338	179,774	184,564	348,052	173,567	174,485	16,286	6,207	10,079	-	-	2.15	57,165
2018.4/4	중랑구	180,511	408,147	202,448	205,699	403,209	200,419	202,790	4,938	2,029	2,909	-	-	2.23	61,830
2018.4/4	성북구	186,601	447,687	216,495	231,192	435,868	211,904	223,964	11,819	4,591	7,228	-	-	2.34	67,782
2018.4/4	강북구	143,395	322,915	157,522	165,393	319,164	156,071	163,093	3,751	1,451	2,300	-	-	2.23	58,196
2018.4/4	도봉구	138,087	341,649	167,043	174,606	339,413	166,160	173,253	2,236	883	1,353	-	-	2.46	55,964
2018.4/4	노원구	217,655	548,160	265,870	282,290	543,752	263,919	279,833	4,408	1,951	2,457	-	-	2.5	77,096
2018.4/4	은평구	205,001	487,666	235,600	252,066	483,197	233,702	249,495	4,469	1,898	2,571	-	-	2.36	77,420
2018.4/4	서대문구	138,549	323,080	153,816	169,264	310,313	149,569	160,744	12,767	4,247	8,520	-	-	2.24	50,456
2018.4/4	마포구	172,505	386,359	182,573	203,786	375,077	178,240	196,837	11,282	4,333	6,949	-	-	2.17	50,833
2018.4/4	양천구	176,498	468,145	230,457	237,688	464,185	228,634	235,551	3,960	1,823	2,137	-	-	2.63	58,045
2018.4/4	강서구	258,503	603,611	293,289	310,322	596,949	290,079	306,870	6,662	3,210	3,452	-	-	2.31	79,660
2018.4/4	구로구	172,457	438,486	219,949	218,537	404,497	200,417	204,080	33,989	19,532	14,457	-	-	2.35	61,801
2018.4/4	금천구	107,971	254,021	130,398	123,623	233,917	118,915	115,002	20,104	11,483	8,621	-	-	2.17	35,739
2018.4/4	영등포구	171,085	403,600	203,319	200,281	367,778	183,224	184,554	35,822	20,095	15,727	-	-	2.15	55,673
2018.4/4	동작구	177,176	409,385	198,458	210,927	396,203	192,533	203,670	13,182	5,925	7,257	-	-	2.24	59,479
2018.4/4	관악구	262,222	520,040	260,742	259,298	501,957	252,160	249,797	18,083	8,582	9,501	-	-	1.91	72,249
2018.4/4	서초구	172,918	438,163	209,977	228,186	433,951	207,868	226,083	4,212	2,109	2,103	-	-	2.51	54,751
2018.4/4	강남구	228,775	547,453	262,203	285,250	542,364	259,611	282,753	5,089	2,592	2,497	-	-	2.37	67,085
2018.4/4	송파구	270,866	673,507	326,849	346,658	666,635	323,526	343,109	6,872	3,323	3,549	-	-	2.46	81,364
2018.4/4	강동구	177,247	431,920	213,853	218,067	427,573	211,816	215,757	4,347	2,037	2,310	-	-	2.41	58,770
2019.1/4	합계	4,290,922	10,054,979	4,909,387	5,145,592	9,770,216	4,772,134	4,998,082	284,763	137,253	147,510	-	-	2.28	1,436,125
2019.1/4	종로구	73,914	162,913	78,963	83,950	152,778	74,536	78,242	10,135	4,427	5,708	-	-	2.07	26,981
2019.1/4	중구	61,800	135,836	66,720	69,116	125,942	61,992	63,950	9,894	4,728	5,166	-	-	2.04	22,421
2019.1/4	용산구	109,413	245,139	119,597	125,542	229,168	110,626	118,542	15,971	8,971	7,000	-	-	2.09	38,049
2019.1/4	성동구	137,247	314,608	154,011	160,597	306,404	150,287	156,117	8,204	3,724	4,480	-	-	2.23	43,076
2019.1/4	광진구	163,460	370,658	179,162	191,496	354,873	172,361	182,512	15,785	6,801	8,984	-	-	2.17	46,288
2019.1/4	동대문구	162,228	363,262	179,100	184,162	346,750	172,784	173,966	16,512	6,316	10,196	-	-	2.14	57,570
2019.1/4	중랑구	181,182	407,211	201,808	205,403	402,203	199,730	202,473	5,008	2,078	2,930	-	-	2.22	62,789
2019.1/4	성북구	188,670	450,021	217,400	232,621	438,245	212,830	225,415	11,776	4,570	7,206	-	-	2.32	68,612
2019.1/4	강북구	143,663	321,151	156,525	164,626	317,386	155,075	162,311	3,765	1,450	2,315	-	-	2.21	58,858
2019.1/4	도봉구	138,175	340,089	166,218	173,871	337,820	165,314	172,506	2,269	904	1,365	-	-	2.44	56,742
2019.1/4	노원구	217,748	545,486	264,460	281,026	541,174	262,593	278,581	4,312	1,867	2,445	-	-	2.49	78,170
2019.1/4	은평구	206,527	488,713	235,925	252,788	484,274	234,064	250,210	4,439	1,861	2,578	-	-	2.34	78,406
2019.1/4	서대문구	139,811	324,604	154,410	170,194	311,771	150,103	161,668	12,833	4,307	8,526	-	-	2.23	51,085
2019.1/4	마포구	173,517	386,571	182,249	204,322	375,106	177,872	197,234	11,465	4,377	7,088	-	-	2.16	51,293
2019.1/4	양천구	176,680	466,622	229,486	237,136	462,599	227,678	234,921	4,023	1,808	2,215	-	-	2.62	58,930
2019.1/4	강서구	260,152	602,886	292,646	310,240	596,287	289,454	306,833	6,599	3,192	3,407	-	-	2.29	80,903
2019.1/4	구로구	173,585	438,889	220,013	218,876	404,726	200,367	204,359	34,163	19,646	14,517	-	-	2.33	63,017
2019.1/4	금천구	108,823	254,244	130,503	123,741	233,981	118,913	115,068	20,263	11,590	8,673	-	-	2.15	36,301
2019.1/4	영등포구	172,828	404,556	203,579	200,977	368,824	183,493	185,331	35,732	20,086	15,646	-	-	2.13	56,463
2019.1/4	동작구	179,709	412,031	199,526	212,505	398,886	193,622	205,264	13,145	5,904	7,241	-	-	2.22	60,462
2019.1/4	관악구	265,360	520,645	260,919	259,726	502,615	252,307	250,308	18,030	8,612	9,418	-	-	1.89	73,005
2019.1/4	서초구	172,929	437,007	209,329	227,678	432,762	207,206	225,556	4,245	2,123	2,122	-	-	2.5	55,366
2019.1/4	강남구	229,546	546,875	262,082	284,793	541,854	259,510	282,344	5,021	2,572	2,449	-	-	2.36	68,104
2019.1/4	송파구	276,815	685,361	332,367	352,994	678,521	329,046	349,475	6,840	3,321	3,519	-	-	2.45	83,492
2019.1/4	강동구	177,140	429,601	212,389	217,212	425,267	210,371	214,896	4,334	2,018	2,316	-	-	2.4	59,742
2019.2/4	합계	4,304,243	10,041,574	4,899,133	5,142,441	9,757,144	4,762,711	4,994,433	284,430	136,422	148,008	-	-	2.27	1,451,564
2019.2/4	종로구	73,828	162,413	78,657	83,756	152,026	74,190	77,836	10,387	4,467	5,920	-	-	2.06	27,155
2019.2/4	중구	62,156	136,276	66,919	69,357	126,143	62,086	64,057	10,133	4,833	5,300	-	-	2.03	22,749
2019.2/4	용산구	109,692	245,069	119,507	125,562	229,122	110,560	118,562	15,947	8,947	7,000	-	-	2.09	38,259
2019.2/4	성동구	136,872	312,991	153,027	159,964	304,936	149,412	155,524	8,055	3,615	4,440	-	-	2.23	43,370
2019.2/4	광진구	163,914	369,470	178,493	190,977	353,878	171,800	182,078	15,592	6,693	8,899	-	-	2.16	46,773
2019.2/4	동대문구	162,851	363,101	178,840	184,261	346,501	172,490	174,011	16,600	6,350	10,250	-	-	2.13	58,078
2019.2/4	중랑구	181,383	405,639	200,966	204,673	400,661	198,906	201,755	4,978	2,060	2,918	-	-	2.21	63,670
2019.2/4	성북구	190,253	452,292	218,236	234,056	440,397	213,648	226,749	11,895	4,588	7,307	-	-	2.31	69,341
2019.2/4	강북구	143,650	319,377	155,541	163,836	315,587	154,101	161,486	3,790	1,440	2,350	-	-	2.2	59,189
2019.2/4	도봉구	138,460	339,001	165,652	173,349	336,698	164,731	171,967	2,303	921	1,382	-	-	2.43	57,367
2019.2/4	노원구	217,462	542,603	262,747	279,856	538,350	260,946	277,404	4,253	1,801	2,452	-	-	2.48	79,046
2019.2/4	은평구	207,123	488,285	235,471	252,814	483,730	233,566	250,164	4,555	1,905	2,650	-	-	2.34	79,282
2019.2/4	서대문구	140,007	324,304	154,066	170,238	311,215	149,775	161,440	13,089	4,291	8,798	-	-	2.22	51,367
2019.2/4	마포구	173,845	385,985	181,757	204,228	374,422	177,388	197,034	11,563	4,369	7,194	-	-	2.15	51,613
2019.2/4	양천구	177,045	465,095	228,697	236,398	461,051	226,881	234,170	4,044	1,816	2,228	-	-	2.6	59,731
2019.2/4	강서구	261,383	602,230	292,139	310,091	595,602	288,905	306,697	6,628	3,234	3,394	-	-	2.28	81,965
2019.2/4	구로구	174,505	439,328	220,027	219,301	405,415	200,561	204,854	33,913	19,466	14,447	-	-	2.32	64,028
2019.2/4	금천구	109,708	254,061	130,282	123,779	234,079	118,912	115,167	19,982	11,370	8,612	-	-	2.13	36,727
2019.2/4	영등포구	173,701	404,229	203,265	200,964	369,017	183,460	185,557	35,212	19,805	15,407	-	-	2.12	56,891
2019.2/4	동작구	180,463	412,000	199,320	212,680	398,885	193,449	205,436	13,115	5,871	7,244	-	-	2.21	61,009
2019.2/4	관악구	266,692	519,864	260,404	259,460	502,089	251,875	250,214	17,775	8,529	9,246	-	-	1.88	73,693
2019.2/4	서초구	172,907	435,631	208,610	227,021	431,360	206,478	224,882	4,271	2,132	2,139	-	-	2.49	55,853
2019.2/4	강남구	230,752	547,602	262,219	285,383	542,498	259,645	282,853	5,104	2,574	2,530	-	-	2.35	69,011
2019.2/4	송파구	278,223	686,181	332,539	353,642	679,247	329,200	350,047	6,934	3,339	3,595	-	-	2.44	84,740
2019.2/4	강동구	177,368	428,547	211,752	216,795	424,235	209,746	214,489	4,312	2,006	2,306	-	-	2.39	60,657
2019.3/4	합계	4,315,921	10,025,927	4,887,068	5,138,859	9,740,398	4,751,696	4,988,702	285,529	135,372	150,157	-	-	2.26	1,468,146
2019.3/4	종로구	73,942	162,860	78,523	84,337	151,767	73,952	77,815	11,093	4,571	6,522	-	-	2.05	27,394
2019.3/4	중구	62,593	136,663	67,030	69,633	126,409	62,161	64,248	10,254	4,869	5,385	-	-	2.02	23,025
2019.3/4	용산구	109,911	244,989	119,499	125,490	228,830	110,478	118,352	16,159	9,021	7,138	-	-	2.08	38,531
2019.3/4	성동구	136,466	311,290	152,134	159,156	303,158	148,510	154,648	8,132	3,624	4,508	-	-	2.22	43,662
2019.3/4	광진구	164,173	368,337	177,749	190,588	352,692	171,103	181,589	15,645	6,646	8,999	-	-	2.15	47,347
2019.3/4	동대문구	163,606	363,779	178,958	184,821	346,551	172,440	174,111	17,228	6,518	10,710	-	-	2.12	58,764
2019.3/4	중랑구	181,448	403,776	199,959	203,817	398,812	197,927	200,885	4,964	2,032	2,932	-	-	2.2	64,449
2019.3/4	성북구	191,465	454,114	218,857	235,257	441,590	214,094	227,496	12,524	4,763	7,761	-	-	2.31	70,204
2019.3/4	강북구	143,680	317,875	154,784	163,091	314,090	153,356	160,734	3,785	1,428	2,357	-	-	2.19	59,808
2019.3/4	도봉구	138,603	337,594	164,883	172,711	335,280	163,953	171,327	2,314	930	1,384	-	-	2.42	58,070
2019.3/4	노원구	217,058	539,829	261,141	278,688	535,282	259,204	276,078	4,547	1,937	2,610	-	-	2.47	79,968
2019.3/4	은평구	207,410	486,159	234,228	251,931	481,663	232,383	249,280	4,496	1,845	2,651	-	-	2.32	79,957
2019.3/4	서대문구	140,007	324,089	153,618	170,471	310,069	149,061	161,008	14,020	4,557	9,463	-	-	2.21	51,708
2019.3/4	마포구	174,181	385,605	181,368	204,237	373,629	176,863	196,766	11,976	4,505	7,471	-	-	2.15	51,961
2019.3/4	양천구	177,339	463,931	227,911	236,020	459,849	226,091	233,758	4,082	1,820	2,262	-	-	2.59	60,487
2019.3/4	강서구	262,108	600,240	290,942	309,298	593,708	287,751	305,957	6,532	3,191	3,341	-	-	2.27	82,937
2019.3/4	구로구	175,844	439,850	219,971	219,879	406,748	201,077	205,671	33,102	18,894	14,208	-	-	2.31	64,952
2019.3/4	금천구	110,072	252,868	129,510	123,358	233,371	118,471	114,900	19,497	11,039	8,458	-	-	2.12	37,191
2019.3/4	영등포구	174,309	402,478	201,944	200,534	368,402	182,913	185,489	34,076	19,031	15,045	-	-	2.11	57,350
2019.3/4	동작구	180,841	410,487	198,593	211,894	397,618	192,829	204,789	12,869	5,764	7,105	-	-	2.2	61,607
2019.3/4	관악구	268,226	519,953	260,386	259,567	502,117	251,923	250,194	17,836	8,463	9,373	-	-	1.87	74,518
2019.3/4	서초구	173,215	435,258	208,297	226,961	431,027	206,185	224,842	4,231	2,112	2,119	-	-	2.49	56,455
2019.3/4	강남구	232,115	549,043	262,829	286,214	544,028	260,305	283,723	5,015	2,524	2,491	-	-	2.34	70,029
2019.3/4	송파구	278,340	684,338	331,364	352,974	677,489	328,073	349,416	6,849	3,291	3,558	-	-	2.43	86,062
2019.3/4	강동구	178,969	430,522	212,590	217,932	426,219	210,593	215,626	4,303	1,997	2,306	-	-	2.38	61,710
