"측정일자","물재생센터명칭","처리장구분","1차하수처리량","2차하수처리량"
"2018/03/09","중랑물재생센터","제1처리장","0","179700"
"2018/03/09","중랑물재생센터","제2처리장","0","235076"
"2018/03/09","중랑물재생센터","제4처리장","0","125090"
"2018/03/09","탄천물재생센터","제1처리장","0","428832"
"2018/03/09","탄천물재생센터","제2처리장","0","353418"
"2018/03/08","난지물재생센터","중계펌프장(상암)","0","12260"
"2018/03/08","난지물재생센터","제1처리장","0","280946.87"
"2018/03/08","난지물재생센터","정화조오니처리장","790","4996"
"2018/03/08","난지물재생센터","제2처리장","0","351173.89"
"2018/03/08","서남물재생센터","제1처리장","87188","634680"
"2018/03/08","서남물재생센터","제2처리장","121829","1072204"
"2018/03/08","중랑물재생센터","제3처리장","13990","732371"
"2018/03/08","중랑물재생센터","제1처리장","0","212080"
"2018/03/08","중랑물재생센터","제2처리장","0","239514"
"2018/03/08","중랑물재생센터","제4처리장","10507","150503"
"2018/03/08","탄천물재생센터","제1처리장","3680","507109"
"2018/03/08","탄천물재생센터","제2처리장","8776","408477"
"2018/03/07","난지물재생센터","중계펌프장(상암)","0","12680"
"2018/03/07","난지물재생센터","제1처리장","0","255885"
"2018/03/07","난지물재생센터","정화조오니처리장","855","4977"
"2018/03/07","난지물재생센터","제2처리장","0","320806"
"2018/03/07","서남물재생센터","제1처리장","0","517449"
"2018/03/07","서남물재생센터","제2처리장","0","953886"
"2018/03/07","중랑물재생센터","제3처리장","0","625687"
"2018/03/07","중랑물재생센터","제1처리장","0","185830"
"2018/03/07","중랑물재생센터","제2처리장","0","234768"
"2018/03/07","중랑물재생센터","제4처리장","0","127280"
"2018/03/07","탄천물재생센터","제1처리장","0","414594"
"2018/03/07","탄천물재생센터","제2처리장","0","367638"
"2018/03/06","난지물재생센터","제1처리장","0","248197"
"2018/03/06","난지물재생센터","제2처리장","0","310746"
"2018/03/06","난지물재생센터","중계펌프장(상암)","0","12120"
"2018/03/06","난지물재생센터","정화조오니처리장","590","4316"
"2018/03/06","서남물재생센터","제1처리장","10260","554740"
"2018/03/06","서남물재생센터","제2처리장","12151","908004"
"2018/03/06","중랑물재생센터","제3처리장","0","625080"
"2018/03/06","중랑물재생센터","제1처리장","0","190520"
"2018/03/06","중랑물재생센터","제2처리장","0","223009"
"2018/03/06","중랑물재생센터","제4처리장","0","123690"
"2018/03/06","탄천물재생센터","제1처리장","0","436480"
"2018/03/06","탄천물재생센터","제2처리장","0","372011"
"2018/03/05","난지물재생센터","제1처리장","6831","346453"
"2018/03/05","난지물재생센터","제2처리장","8222","426801"
"2018/03/05","난지물재생센터","중계펌프장(상암)","0","12604"
"2018/03/05","난지물재생센터","정화조오니처리장","397","3923"
"2018/03/05","서남물재생센터","제1처리장","199053","654192"
"2018/03/05","서남물재생센터","제2처리장","246810","1080360"
"2018/03/05","중랑물재생센터","제3처리장","13347","759921"
"2018/03/05","중랑물재생센터","제1처리장","0","191540"
"2018/03/05","중랑물재생센터","제2처리장","0","235131"
"2018/03/05","중랑물재생센터","제4처리장","47983","170907"
"2018/03/05","탄천물재생센터","제1처리장","12350","533616"
"2018/03/05","탄천물재생센터","제2처리장","19296","454335"
"2018/03/04","난지물재생센터","제2처리장","2645","330763.31"
"2018/03/04","난지물재생센터","제1처리장","2541","263631.99"
"2018/03/04","난지물재생센터","중계펌프장(상암)","0","11050"
"2018/03/04","난지물재생센터","정화조오니처리장","272","4017"
"2018/03/04","서남물재생센터","제1처리장","26799","564286"
"2018/03/04","서남물재생센터","제2처리장","30965","906217"
"2018/03/04","중랑물재생센터","제3처리장","7609","704843"
"2018/03/04","중랑물재생센터","제1처리장","0","20065"
"2018/03/04","중랑물재생센터","제2처리장","0","241106"
"2018/03/04","중랑물재생센터","제4처리장","27304","151466"
"2018/03/04","탄천물재생센터","제1처리장","3174","434055"
"2018/03/04","탄천물재생센터","제2처리장","4382","356429"
"2018/03/03","난지물재생센터","제2처리장","0","293562.18"
"2018/03/03","난지물재생센터","제1처리장","0","232998.9"
"2018/03/03","난지물재생센터","중계펌프장(상암)","0","9649"
"2018/03/03","난지물재생센터","정화조오니처리장","508","4361"
"2018/03/03","서남물재생센터","제1처리장","0","515734"
"2018/03/03","서남물재생센터","제2처리장","0","880774"
"2018/03/03","중랑물재생센터","제3처리장","0","586900"
"2018/03/03","중랑물재생센터","제1처리장","0","198290"
"2018/03/03","중랑물재생센터","제2처리장","0","248517"
"2018/03/03","중랑물재생센터","제4처리장","0","121350"
"2018/03/03","탄천물재생센터","제1처리장","0","417537"
"2018/03/03","탄천물재생센터","제2처리장","0","334111"
"2018/03/02","난지물재생센터","제1처리장","0","234035.76"
"2018/03/02","난지물재생센터","제2처리장","0","294823.83"
"2018/03/02","난지물재생센터","중계펌프장(상암)","0","10349"
"2018/03/02","난지물재생센터","정화조오니처리장","400","3675"
"2018/03/02","서남물재생센터","제1처리장","2383","530560"
"2018/03/02","서남물재생센터","제2처리장","1321","894395"
"2018/03/02","중랑물재생센터","제4처리장","29","136161"
"2018/03/02","중랑물재생센터","제2처리장","0","259097"
"2018/03/02","중랑물재생센터","제3처리장","0","575158"
"2018/03/02","중랑물재생센터","제1처리장","0","194510"
"2018/03/02","탄천물재생센터","제2처리장","0","344505"
"2018/03/02","탄천물재생센터","제1처리장","0","446451"
"2018/03/01","난지물재생센터","제1처리장","3425","306712.4"
"2018/03/01","난지물재생센터","제2처리장","3753","380251.41"
"2018/03/01","난지물재생센터","중계펌프장(상암)","0","9978"
"2018/03/01","난지물재생센터","정화조오니처리장","363","4377"
"2018/03/01","서남물재생센터","제1처리장","159016","652344"
"2018/03/01","서남물재생센터","제2처리장","119825","1080408"
"2018/03/01","중랑물재생센터","제4처리장","10365","176605"
"2018/03/01","중랑물재생센터","제2처리장","0","257169"
"2018/03/01","중랑물재생센터","제3처리장","17630","729099"
"2018/03/01","중랑물재생센터","제1처리장","0","164340"
"2018/03/01","탄천물재생센터","제2처리장","0","385880"
"2018/03/01","탄천물재생센터","제1처리장","0","510920"
"2018/02/28","난지물재생센터","제2처리장","28969","381851"
"2018/02/28","난지물재생센터","제1처리장","22629","307540"
"2018/02/28","난지물재생센터","중계펌프장(상암)","0","12440"
"2018/02/28","난지물재생센터","정화조오니처리장","569","4356"
"2018/02/28","서남물재생센터","제2처리장","98977","968137"
"2018/02/28","서남물재생센터","제1처리장","76790","554458"
"2018/02/28","중랑물재생센터","제3처리장","321820","660502"
"2018/02/28","중랑물재생센터","제1처리장","0","174380"
"2018/02/28","중랑물재생센터","제4처리장","89231","117999"
"2018/02/28","중랑물재생센터","제2처리장","0","260410"
"2018/02/28","탄천물재생센터","제1처리장","38713","447120"
"2018/02/28","탄천물재생센터","제2처리장","19428","382333"
"2018/02/27","난지물재생센터","제2처리장","0","278394"
"2018/02/27","난지물재생센터","제1처리장","0","217452"
"2018/02/27","난지물재생센터","중계펌프장(상암)","0","10929"
"2018/02/27","난지물재생센터","정화조오니처리장","604","4299"
"2018/02/27","서남물재생센터","제2처리장","0","946170"
"2018/02/27","서남물재생센터","제1처리장","0","540651"
"2018/02/27","중랑물재생센터","제3처리장","0","594186"
"2018/02/27","중랑물재생센터","제1처리장","0","186710"
"2018/02/27","중랑물재생센터","제4처리장","0","87420"
"2018/02/27","중랑물재생센터","제2처리장","0","247861"
"2018/02/27","탄천물재생센터","제1처리장","0","396641"
"2018/02/27","탄천물재생센터","제2처리장","0","324648"
"2018/02/26","난지물재생센터","제2처리장","0","282276"
"2018/02/26","난지물재생센터","제1처리장","0","220872"
"2018/02/26","난지물재생센터","중계펌프장(상암)","0","11187"
"2018/02/26","난지물재생센터","정화조오니처리장","455","4261"
"2018/02/26","서남물재생센터","제2처리장","0","921707"
"2018/02/26","서남물재생센터","제1처리장","0","573588"
"2018/02/26","중랑물재생센터","제3처리장","0","600673"
"2018/02/26","중랑물재생센터","제1처리장","0","202690"
"2018/02/26","중랑물재생센터","제4처리장","0","121800"
"2018/02/26","중랑물재생센터","제2처리장","0","230423"
"2018/02/26","탄천물재생센터","제1처리장","0","399974"
"2018/02/26","탄천물재생센터","제2처리장","0","316477"
"2018/02/25","난지물재생센터","제2처리장","0","283211"
"2018/02/25","난지물재생센터","제1처리장","0","221698"
"2018/02/25","난지물재생센터","중계펌프장(상암)","0","9327"
"2018/02/25","난지물재생센터","정화조오니처리장","338","4730"
"2018/02/25","서남물재생센터","제2처리장","0","888416"
"2018/02/25","서남물재생센터","제1처리장","0","510353"
"2018/02/25","중랑물재생센터","제3처리장","0","570656"
"2018/02/25","중랑물재생센터","제1처리장","0","191510"
"2018/02/25","중랑물재생센터","제4처리장","0","136800"
"2018/02/25","중랑물재생센터","제2처리장","0","220282"
"2018/02/25","탄천물재생센터","제2처리장","0","323934"
"2018/02/25","탄천물재생센터","제1처리장","0","363381"
"2018/02/24","난지물재생센터","제2처리장","0","283743"
"2018/02/24","난지물재생센터","제1처리장","0","222941"
"2018/02/24","난지물재생센터","중계펌프장(상암)","0","9004"
"2018/02/24","난지물재생센터","정화조오니처리장","389","4221"
"2018/02/24","서남물재생센터","제1처리장","18386","551167"
"2018/02/24","서남물재생센터","제2처리장","12924","956125"
"2018/02/24","중랑물재생센터","제3처리장","0","548807"
"2018/02/24","중랑물재생센터","제2처리장","0","226029"
"2018/02/24","중랑물재생센터","제1처리장","0","206680"
"2018/02/24","중랑물재생센터","제4처리장","0","131950"
"2018/02/24","탄천물재생센터","제2처리장","0","338270"
"2018/02/24","탄천물재생센터","제1처리장","0","375189"
"2018/02/23","난지물재생센터","제2처리장","0","309812"
"2018/02/23","난지물재생센터","제1처리장","0","243706"
"2018/02/23","난지물재생센터","중계펌프장(상암)","0","10528"
"2018/02/23","난지물재생센터","정화조오니처리장","631","4478"
"2018/02/23","서남물재생센터","제1처리장","9727","545015"
"2018/02/23","서남물재생센터","제2처리장","4528","952720"
"2018/02/23","중랑물재생센터","제3처리장","0","677615"
"2018/02/23","중랑물재생센터","제2처리장","0","228022"
"2018/02/23","중랑물재생센터","제1처리장","0","208730"
"2018/02/23","중랑물재생센터","제4처리장","10773","115137"
"2018/02/23","탄천물재생센터","제2처리장","0","387113"
"2018/02/23","탄천물재생센터","제1처리장","0","417584"
"2018/02/22","난지물재생센터","제2처리장","0","275843"
"2018/02/22","난지물재생센터","제1처리장","0","215566"
"2018/02/22","난지물재생센터","중계펌프장(상암)","0","10973"
"2018/02/22","난지물재생센터","정화조오니처리장","589","4778"
"2018/02/22","서남물재생센터","제1처리장","0","540838"
"2018/02/22","서남물재생센터","제2처리장","0","917249"
"2018/02/22","중랑물재생센터","제3처리장","0","588862"
"2018/02/22","중랑물재생센터","제2처리장","0","202818"
"2018/02/22","중랑물재생센터","제1처리장","0","218920"
"2018/02/22","중랑물재생센터","제4처리장","0","99580"
"2018/02/22","탄천물재생센터","제2처리장","0","351499"
"2018/02/22","탄천물재생센터","제1처리장","0","377992"
"2018/02/21","난지물재생센터","중계펌프장(상암)","0","11094"
"2018/02/21","난지물재생센터","제2처리장","0","276120"
"2018/02/21","난지물재생센터","제1처리장","0","216181"
"2018/02/21","난지물재생센터","정화조오니처리장","606","4098"
"2018/02/21","서남물재생센터","제1처리장","0","537045"
"2018/02/21","서남물재생센터","제2처리장","0","929134"
"2018/02/21","중랑물재생센터","제3처리장","0","544042"
"2018/02/21","중랑물재생센터","제1처리장","0","205970"
"2018/02/21","중랑물재생센터","제2처리장","0","217988"
"2018/02/21","중랑물재생센터","제4처리장","0","115750"
"2018/02/21","탄천물재생센터","제2처리장","0","332012"
"2018/02/21","탄천물재생센터","제1처리장","0","387306"
"2018/02/20","난지물재생센터","중계펌프장(상암)","0","11412"
"2018/02/20","난지물재생센터","제2처리장","0","283436"
"2018/02/20","난지물재생센터","제1처리장","0","222705"
"2018/02/20","난지물재생센터","정화조오니처리장","292","3578"
"2018/02/20","서남물재생센터","제1처리장","0","525678"
"2018/02/20","서남물재생센터","제2처리장","0","913214"
"2018/02/20","중랑물재생센터","제3처리장","0","557931"
"2018/02/20","중랑물재생센터","제1처리장","0","206690"
"2018/02/20","중랑물재생센터","제2처리장","0","220746"
"2018/02/20","중랑물재생센터","제4처리장","0","135980"
"2018/02/20","탄천물재생센터","제2처리장","0","307808"
"2018/02/20","탄천물재생센터","제1처리장","0","379744"
"2018/02/19","난지물재생센터","중계펌프장(상암)","0","11512"
"2018/02/19","난지물재생센터","제2처리장","0","273624"
"2018/02/19","난지물재생센터","제1처리장","0","214164"
"2018/02/19","난지물재생센터","정화조오니처리장","452","3070"
"2018/02/19","서남물재생센터","제1처리장","0","534032"
"2018/02/19","서남물재생센터","제2처리장","0","924539"
"2018/02/19","중랑물재생센터","제3처리장","0","574201"
"2018/02/19","중랑물재생센터","제1처리장","0","201930"
"2018/02/19","중랑물재생센터","제2처리장","0","215380"
"2018/02/19","중랑물재생센터","제4처리장","0","125110"
"2018/02/19","탄천물재생센터","제2처리장","0","329590"
"2018/02/19","탄천물재생센터","제1처리장","0","382124"
"2018/02/18","난지물재생센터","정화조오니처리장","168","1609"
"2018/02/18","난지물재생센터","제2처리장","0","281774"
"2018/02/18","난지물재생센터","중계펌프장(상암)","0","9566"
"2018/02/18","난지물재생센터","제1처리장","0","220546"
"2018/02/18","서남물재생센터","제1처리장","0","486584"
"2018/02/18","서남물재생센터","제2처리장","0","918839"
"2018/02/18","중랑물재생센터","제3처리장","0","550516"
"2018/02/18","중랑물재생센터","제1처리장","0","184070"
"2018/02/18","중랑물재생센터","제2처리장","0","220608"
"2018/02/18","중랑물재생센터","제4처리장","0","115180"
"2018/02/18","탄천물재생센터","제1처리장","0","342467"
"2018/02/18","탄천물재생센터","제2처리장","0","352512"
"2018/02/17","난지물재생센터","제2처리장","0","246358"
"2018/02/17","난지물재생센터","정화조오니처리장","222","1955"
"2018/02/17","난지물재생센터","중계펌프장(상암)","0","8358"
"2018/02/17","난지물재생센터","제1처리장","0","190834"
"2018/02/17","서남물재생센터","제1처리장","0","460789"
"2018/02/17","서남물재생센터","제2처리장","0","886968"
"2018/02/17","중랑물재생센터","제1처리장","0","174140"
"2018/02/17","중랑물재생센터","제3처리장","0","530553"
"2018/02/17","중랑물재생센터","제2처리장","0","226657"
"2018/02/17","중랑물재생센터","제4처리장","0","112650"
"2018/02/17","탄천물재생센터","제1처리장","0","334730"
"2018/02/17","탄천물재생센터","제2처리장","0","292771"
"2018/02/16","난지물재생센터","제2처리장","0","272030"
"2018/02/16","난지물재생센터","중계펌프장(상암)","0","7958"
"2018/02/16","난지물재생센터","정화조오니처리장","161","2050"
"2018/02/16","난지물재생센터","제1처리장","0","212812"
"2018/02/16","서남물재생센터","제2처리장","0","981852"
"2018/02/16","서남물재생센터","제1처리장","0","487362"
"2018/02/16","중랑물재생센터","제4처리장","0","105820"
"2018/02/16","중랑물재생센터","제3처리장","0","525972"
"2018/02/16","중랑물재생센터","제1처리장","0","199800"
"2018/02/16","중랑물재생센터","제2처리장","0","237227"
"2018/02/16","탄천물재생센터","제1처리장","0","325226"
"2018/02/16","탄천물재생센터","제2처리장","0","279143"
"2018/02/15","난지물재생센터","제2처리장","0","292918"
"2018/02/15","난지물재생센터","중계펌프장(상암)","0","9036"
"2018/02/15","난지물재생센터","정화조오니처리장","156","2027"
"2018/02/15","난지물재생센터","제1처리장","0","229601"
"2018/02/15","서남물재생센터","제2처리장","0","987987"
"2018/02/15","서남물재생센터","제1처리장","0","512984"
"2018/02/15","중랑물재생센터","제4처리장","0","114340"
"2018/02/15","중랑물재생센터","제3처리장","0","608838"
"2018/02/15","중랑물재생센터","제1처리장","0","211360"
"2018/02/15","중랑물재생센터","제2처리장","0","238777"
"2018/02/15","탄천물재생센터","제1처리장","0","378622"
"2018/02/15","탄천물재생센터","제2처리장","0","360693"
"2018/02/14","난지물재생센터","제2처리장","0","292448"
"2018/02/14","난지물재생센터","중계펌프장(상암)","0","11433"
"2018/02/14","난지물재생센터","정화조오니처리장","446","3346"
"2018/02/14","난지물재생센터","제1처리장","0","229734"
"2018/02/14","서남물재생센터","제2처리장","0","971274"
"2018/02/14","서남물재생센터","제1처리장","0","525155"
"2018/02/14","중랑물재생센터","제4처리장","0","136310"
"2018/02/14","중랑물재생센터","제3처리장","0","615567"
"2018/02/14","중랑물재생센터","제1처리장","0","202430"
"2018/02/14","중랑물재생센터","제2처리장","0","228688"
"2018/02/14","탄천물재생센터","제1처리장","0","383003"
"2018/02/14","탄천물재생센터","제2처리장","0","373019"
"2018/02/13","난지물재생센터","제2처리장","0","277486"
"2018/02/13","난지물재생센터","중계펌프장(상암)","0","12234"
"2018/02/13","난지물재생센터","정화조오니처리장","466","3360"
"2018/02/13","난지물재생센터","제1처리장","0","217812"
"2018/02/13","서남물재생센터","제2처리장","0","978685"
"2018/02/13","서남물재생센터","제1처리장","0","528842"
"2018/02/13","중랑물재생센터","제4처리장","0","155740"
"2018/02/13","중랑물재생센터","제3처리장","0","574315"
"2018/02/13","중랑물재생센터","제1처리장","0","201640"
"2018/02/13","중랑물재생센터","제2처리장","0","233788"
"2018/02/13","탄천물재생센터","제1처리장","0","381905"
"2018/02/13","탄천물재생센터","제2처리장","0","324336"
"2018/02/12","난지물재생센터","제2처리장","0","290755"
"2018/02/12","난지물재생센터","정화조오니처리장","202","3002"
"2018/02/12","난지물재생센터","중계펌프장(상암)","0","12604"
"2018/02/12","난지물재생센터","제1처리장","0","228963"
"2018/02/12","서남물재생센터","제2처리장","0","993283"
"2018/02/12","서남물재생센터","제1처리장","0","529007"
"2018/02/12","중랑물재생센터","제1처리장","0","207660"
"2018/02/12","중랑물재생센터","제3처리장","0","579893"
"2018/02/12","중랑물재생센터","제2처리장","0","233170"
"2018/02/12","중랑물재생센터","제4처리장","0","151230"
"2018/02/12","탄천물재생센터","제1처리장","0","380684"
"2018/02/12","탄천물재생센터","제2처리장","0","349697"
"2018/02/11","난지물재생센터","정화조오니처리장","504","3520"
"2018/02/11","난지물재생센터","제2처리장","0","296075"
"2018/02/11","난지물재생센터","제1처리장","0","232743"
"2018/02/11","난지물재생센터","중계펌프장(상암)","0","9610"
"2018/02/11","서남물재생센터","제2처리장","0","995361"
"2018/02/11","서남물재생센터","제1처리장","0","536249"
"2018/02/11","중랑물재생센터","제3처리장","0","611025"
"2018/02/11","중랑물재생센터","제4처리장","1103","144997"
"2018/02/11","중랑물재생센터","제2처리장","0","227881"
"2018/02/11","중랑물재생센터","제1처리장","0","199570"
"2018/02/11","탄천물재생센터","제1처리장","0","378598"
"2018/02/11","탄천물재생센터","제2처리장","0","341632"
"2018/02/10","난지물재생센터","정화조오니처리장","606","4445"
"2018/02/10","난지물재생센터","제2처리장","0","298563"
"2018/02/10","난지물재생센터","제1처리장","0","234962"
"2018/02/10","난지물재생센터","중계펌프장(상암)","0","9809"
"2018/02/10","서남물재생센터","제2처리장","0","991441"
"2018/02/10","서남물재생센터","제1처리장","0","512866"
"2018/02/10","중랑물재생센터","제3처리장","0","631117"
"2018/02/10","중랑물재생센터","제4처리장","0","141210"
"2018/02/10","중랑물재생센터","제2처리장","0","221413"
"2018/02/10","중랑물재생센터","제1처리장","0","210410"
"2018/02/10","탄천물재생센터","제1처리장","0","387508"
"2018/02/10","탄천물재생센터","제2처리장","0","354028"
"2018/02/09","난지물재생센터","정화조오니처리장","784","5273"
"2018/02/09","난지물재생센터","제2처리장","0","281980"
"2018/02/09","난지물재생센터","제1처리장","0","221922"
"2018/02/09","난지물재생센터","중계펌프장(상암)","0","12166"
"2018/02/09","서남물재생센터","제1처리장","0","492815"
"2018/02/09","서남물재생센터","제2처리장","0","999352"
"2018/02/09","중랑물재생센터","제3처리장","0","581209"
"2018/02/09","중랑물재생센터","제4처리장","0","140930"
"2018/02/09","중랑물재생센터","제2처리장","0","225965"
"2018/02/09","중랑물재생센터","제1처리장","0","204500"
"2018/02/09","탄천물재생센터","제2처리장","0","348869"
"2018/02/09","탄천물재생센터","제1처리장","0","378843"
"2018/02/08","난지물재생센터","정화조오니처리장","703","4129"
"2018/02/08","난지물재생센터","제1처리장","0","225702"
"2018/02/08","난지물재생센터","제2처리장","0","286375"
"2018/02/08","난지물재생센터","중계펌프장(상암)","0","12912"
"2018/02/08","서남물재생센터","제1처리장","0","504892"
"2018/02/08","서남물재생센터","제2처리장","0","985203"
"2018/02/08","중랑물재생센터","제3처리장","0","549783"
"2018/02/08","중랑물재생센터","제4처리장","0","153410"
"2018/02/08","중랑물재생센터","제2처리장","0","222251"
"2018/02/08","중랑물재생센터","제1처리장","0","216520"
"2018/02/08","탄천물재생센터","제2처리장","0","365724"
"2018/02/08","탄천물재생센터","제1처리장","0","393304"
"2018/02/07","난지물재생센터","정화조오니처리장","649","4108"
"2018/02/07","난지물재생센터","제1처리장","0","229827"
"2018/02/07","난지물재생센터","제2처리장","0","290979"
"2018/02/07","난지물재생센터","중계펌프장(상암)","0","13131"
"2018/02/07","서남물재생센터","제1처리장","0","515686"
"2018/02/07","서남물재생센터","제2처리장","0","999952"
"2018/02/07","중랑물재생센터","제3처리장","0","561171"
"2018/02/07","중랑물재생센터","제4처리장","0","145020"
"2018/02/07","중랑물재생센터","제2처리장","0","210167"
"2018/02/07","중랑물재생센터","제1처리장","0","205080"
"2018/02/07","탄천물재생센터","제2처리장","0","337131"
"2018/02/07","탄천물재생센터","제1처리장","0","374625"
"2019/05/13","난지물재생센터","제1처리장","0","226140"
"2019/05/13","난지물재생센터","정화조오니처리장","769","4309"
"2019/05/13","서남물재생센터","제2처리장","0","940759"
"2019/05/13","서남물재생센터","제1처리장","0","508420"
"2019/05/13","중랑물재생센터","제3처리장","0","602330"
"2019/05/13","중랑물재생센터","제1처리장","0","183030"
"2019/05/13","중랑물재생센터","제4처리장","0","95750"
"2019/05/13","중랑물재생센터","제2처리장","0","233393"
"2019/05/13","탄천물재생센터","제2처리장","0","268507"
"2019/05/13","탄천물재생센터","제1처리장","0","407720"
"2018/02/06","난지물재생센터","정화조오니처리장","337","4348"
"2018/02/06","난지물재생센터","제1처리장","0","221944"
"2018/02/06","난지물재생센터","제2처리장","0","281208"
"2018/02/06","난지물재생센터","중계펌프장(상암)","0","13221"
"2018/02/06","서남물재생센터","제1처리장","0","537768"
"2018/02/06","서남물재생센터","제2처리장","0","983887"
"2018/02/06","중랑물재생센터","제3처리장","0","601341"
"2018/02/06","중랑물재생센터","제4처리장","0","150730"
"2018/02/06","중랑물재생센터","제2처리장","0","219211"
"2018/02/06","중랑물재생센터","제1처리장","0","227180"
"2018/02/06","탄천물재생센터","제2처리장","0","365518"
"2018/02/06","탄천물재생센터","제1처리장","0","371970"
"2018/02/05","난지물재생센터","정화조오니처리장","288","4171"
"2018/02/05","난지물재생센터","제1처리장","0","238698"
"2018/02/05","난지물재생센터","제2처리장","0","298336"
"2018/02/05","난지물재생센터","중계펌프장(상암)","0","13356"
"2018/02/05","서남물재생센터","제1처리장","0","537311"
"2018/02/05","서남물재생센터","제2처리장","0","958173"
"2018/02/05","중랑물재생센터","제3처리장","0","590715"
"2018/02/05","중랑물재생센터","제1처리장","0","219720"
"2018/02/05","중랑물재생센터","제2처리장","0","233298"
"2018/02/05","중랑물재생센터","제4처리장","0","145620"
"2018/02/05","탄천물재생센터","제2처리장","0","356241"
"2018/02/05","탄천물재생센터","제1처리장","0","385754"
"2018/02/04","난지물재생센터","정화조오니처리장","350","4427"
"2018/02/04","난지물재생센터","제1처리장","0","279311"
"2018/02/04","난지물재생센터","제2처리장","0","340864"
"2018/02/04","난지물재생센터","중계펌프장(상암)","0","10477"
"2018/02/04","서남물재생센터","제2처리장","0","1008395"
"2018/02/04","서남물재생센터","제1처리장","0","556110"
"2018/02/04","중랑물재생센터","제1처리장","0","205410"
"2018/02/04","중랑물재생센터","제3처리장","0","565937"
"2018/02/04","중랑물재생센터","제2처리장","0","233545"
"2018/02/04","중랑물재생센터","제4처리장","0","147970"
"2018/02/04","탄천물재생센터","제2처리장","0","333260"
"2018/02/04","탄천물재생센터","제1처리장","0","369786"
"2018/02/03","난지물재생센터","정화조오니처리장","361","4049"
"2018/02/03","난지물재생센터","제1처리장","0","292722"
"2018/02/03","난지물재생센터","제2처리장","0","346344"
"2018/02/03","난지물재생센터","중계펌프장(상암)","0","10737"
"2018/02/03","서남물재생센터","제2처리장","0","984985"
"2018/02/03","서남물재생센터","제1처리장","0","553937"
"2018/02/03","중랑물재생센터","제1처리장","0","210340"
"2018/02/03","중랑물재생센터","제3처리장","0","629394"
"2018/02/03","중랑물재생센터","제2처리장","0","230884"
"2018/02/03","중랑물재생센터","제4처리장","0","131590"
"2018/02/03","탄천물재생센터","제2처리장","0","352645"
"2018/02/03","탄천물재생센터","제1처리장","0","378075"
"2018/02/02","난지물재생센터","정화조오니처리장","794","4352"
"2018/02/02","난지물재생센터","제1처리장","0","282778"
"2018/02/02","난지물재생센터","제2처리장","0","335053"
"2018/02/02","난지물재생센터","중계펌프장(상암)","0","12592"
"2018/02/02","서남물재생센터","제2처리장","0","980896"
"2018/02/02","서남물재생센터","제1처리장","0","576787"
"2018/02/02","중랑물재생센터","제1처리장","0","219640"
"2018/02/02","중랑물재생센터","제3처리장","0","615443"
"2018/02/02","중랑물재생센터","제2처리장","0","231913"
"2018/02/02","중랑물재생센터","제4처리장","0","122580"
"2018/02/02","탄천물재생센터","제2처리장","0","375029"
"2018/02/02","탄천물재생센터","제1처리장","0","381992"
"2018/02/01","난지물재생센터","정화조오니처리장","560","4329"
"2018/02/01","난지물재생센터","제1처리장","0","235665"
"2018/02/01","난지물재생센터","제2처리장","0","284184"
"2018/02/01","난지물재생센터","중계펌프장(상암)","0","12420"
"2018/02/01","서남물재생센터","제1처리장","0","550490"
"2018/02/01","서남물재생센터","제2처리장","0","947501"
"2018/02/01","중랑물재생센터","제1처리장","0","207260"
"2018/02/01","중랑물재생센터","제2처리장","0","238394"
"2018/02/01","중랑물재생센터","제3처리장","0","594110"
"2018/02/01","중랑물재생센터","제4처리장","0","166240"
"2018/02/01","탄천물재생센터","제2처리장","0","340632"
"2018/02/01","탄천물재생센터","제1처리장","0","388333"
"2018/01/31","난지물재생센터","정화조오니처리장","474","4167"
"2018/01/31","난지물재생센터","제1처리장","0","233684"
"2018/01/31","난지물재생센터","중계펌프장(상암)","0","13056"
"2018/01/31","난지물재생센터","제2처리장","0","282038"
"2018/01/31","서남물재생센터","제1처리장","0","563222"
"2018/01/31","서남물재생센터","제2처리장","0","956122"
"2018/01/31","중랑물재생센터","제2처리장","0","238630"
"2018/01/31","중랑물재생센터","제3처리장","0","585339"
"2018/01/31","중랑물재생센터","제4처리장","0","163370"
"2018/01/31","중랑물재생센터","제1처리장","0","223350"
"2018/01/31","탄천물재생센터","제1처리장","0","387255"
"2018/01/31","탄천물재생센터","제2처리장","0","358278"
"2018/01/30","난지물재생센터","제1처리장","0","235915"
"2018/01/30","난지물재생센터","중계펌프장(상암)","0","12775"
"2018/01/30","난지물재생센터","정화조오니처리장","575","3865"
"2018/01/30","난지물재생센터","제2처리장","0","284020"
"2018/01/30","서남물재생센터","제1처리장","0","561926"
"2018/01/30","서남물재생센터","제2처리장","0","1023711"
"2018/01/30","중랑물재생센터","제4처리장","0","194950"
"2018/01/30","중랑물재생센터","제2처리장","0","223357"
"2018/01/30","중랑물재생센터","제3처리장","0","629014"
"2018/01/30","중랑물재생센터","제1처리장","0","216320"
"2019/05/11","난지물재생센터","제2처리장","0","288434"
"2019/05/11","난지물재생센터","중계펌프장(상암)","","10033"
"2019/05/11","난지물재생센터","제1처리장","0","228934"
"2019/05/11","난지물재생센터","정화조오니처리장","708","4507"
"2019/05/11","서남물재생센터","제2처리장","0","940615"
"2019/05/11","서남물재생센터","제1처리장","0","513586"
"2019/05/11","중랑물재생센터","제3처리장","0","559580"
