"자치단체코드","상호","휴폐업구분","업태","허가일자"
"3070000","동소문스카이상가","영업중","시장","20121016"
"3010000","아바타","폐업","그밖의 대규모점포","20020201"
"3010000","메사","폐업","그밖의 대규모점포","20060807"
"3240000","롯데쇼핑㈜롯데슈퍼강동점","영업중","구분없음","20111007"
"3010000","호텔신라아케이트","폐업","그밖의 대규모점포","20020328"
"3010000","신세계 이마트 청계천점","폐업","그밖의 대규모점포","20080704"
"3240000","롯데쇼핑㈜롯데슈퍼길동점","영업중","구분없음","20111007"
"3010000","서소문화훼종합물류센터","폐업","그밖의 대규모점포","20020201"
"3010000","케레스타","폐업","그밖의 대규모점포","19960831"
"3010000","(주)심풍유통","폐업","그밖의 대규모점포","19851109"
"3010000","통일상가","영업중","그밖의 대규모점포","19700129"
"3010000","대한통운마트","폐업","그밖의 대규모점포","19970822"
"3200000","우림시장","영업중","그밖의 대규모점포","19770108"
"3010000","주식회사 이마트 청계천점","영업중","대형마트","20080626"
"3210000","홈플러스익스프레스 방배점","영업중","복합쇼핑몰","20140929"
"3010000","베네치아메가몰","영업중","그밖의 대규모점포","20080718"
"3020000","롯데쇼핑(주)롯데슈퍼 신동아점","영업중","구분없음","20120320"
"3130000","마포트라팰리스 아케이드","영업중","그밖의 대규모점포","20060516"
"3100000","이마트타운 월계점","영업중","쇼핑센터","20040906"
"3070000","롯데쇼핑(주)롯데슈퍼동소문점","영업중","그밖의 대규모점포","20110921"
"3010000","롯데백화점 본점","영업중","백화점","19791227"
"3180000","홈플러스(주) 영등포점","영업중","대형마트","20011203"
"3180000","홈플러스(주) 익스프레스 신길2점","영업중","대형마트","20111002"
"3180000","홈플러스(주) 익스프레스 신길점","영업중","대형마트","20120326"
"3200000","일성트루엘상가","영업중","그밖의 대규모점포","20140123"
"3010000","홈플러스익스프레스 신당점","영업중","그밖의 대규모점포","20161007"
"3220000","(주)지에스리테일 논현점","영업중","구분없음","20120405"
"3180000","홈플러스(주) 익스프레스 신길3점","영업중","대형마트","20111002"
"3050000","(주)형지쇼핑 아트몰링 장안점","영업중","그밖의 대규모점포","20050429"
"3180000","홈플러스(주) 익스프레스 도림점","영업중","대형마트","20110630"
"3230000","(주)지에스리테일 잠실점","영업중","구분없음","20111108"
"3230000","(주)지에스리테일 잠실파크리오점","영업중","구분없음","20111025"
"3230000","(주)지에스리테일 송파2점","영업중","구분없음","20111108"
"3230000","(주)지에스리테일 송파점","영업중","구분없음","20110810"
"3040000","홈플러스익스프레스 중곡2점","영업중","그밖의 대규모점포","20111005"
"3040000","조양시장","영업중","그밖의 대규모점포","19710501"
"3240000","둔촌종합상가","영업중","그밖의 대규모점포","19820118"
"3110000","홈플러스(주)익스프레스응암점","영업중","그밖의 대규모점포","20110811"
"3220000","갤러리아백화점(동관)","영업중","백화점","19850708"
"3160000","(주) 이마트 신도림점","영업중","대형마트","20070927"
"3010000","지에스수퍼마켓 중구만리점","영업중","구분없음","20171031"
"3220000","코엑스 몰","영업중","복합쇼핑몰","20000503"
"3110000","연서시장","영업중","그밖의 대규모점포","19750304"
"3050000","노브랜드 경동시장점","","구분없음","20180125"
"3220000","갤러리아백화점(서관)","영업중","백화점","19850318"
"3010000","롯데아울렛 서울역점","영업중","쇼핑센터","19990901"
"3010000","청평화시장","영업중","그밖의 대규모점포","19830603"
"3180000","아이에프씨몰(IFC Mall)","영업중","복합쇼핑몰","20120613"
"3200000","원당종합시장","영업중","그밖의 대규모점포","19800828"
"3070000","홈플러스익스프레스 길음점","영업중","구분없음","20120521"
"3240000","홈플러스(주) 익스프레스 암사점","영업중","구분없음","20110927"
"3240000","홈플러스(주)익스프레스 길동점","영업중","구분없음","20111007"
"3240000","홈플러스(주) 익스프레스 성내점","영업중","구분없음","20110927"
"3070000","홈플러스익스프레스 보문점","영업중","구분없음","20120521"
"3070000","홈플러스익스프레스 삼선점","영업중","구분없음","20120514"
"3070000","홈플러스 월곡점","영업중","대형마트","20100519"
"3200000","홈플러스 익스프레스 신림점","영업중","구분없음","20111102"
"3240000","홈플러스 강동점","영업중","대형마트","20081107"
"3120000","홈플러스(주) 익스프레스 북가좌점","영업중","시장","20130616"
"3200000","홈플러스 서울남현점","영업중","대형마트","20130627"
"3050000","홈플러스(주) 동대문점","영업중","대형마트","20031023"
"3220000","홈플러스 익스프레스 압구정점","영업중","구분없음","20120726"
"3210000","홈플러스(주) 익스프레스 서울논현역점","영업중","복합쇼핑몰","20160129"
"3220000","홈플러스익스프레스 학동역점","영업중","구분없음","20130604"
"3100000","홈플러스(주)익스프레스 공릉점","영업중","구분없음","20120326"
"3060000","홈플러스(주)익스프레스 면목점","영업중","그밖의 대규모점포","20110809"
"3060000","홈플러스(주) 서울 상봉점","영업중","대형마트","20101229"
"3060000","홈플러스 신내점","영업중","대형마트","20060828"
"3040000","홈플러스(주)익스프레스 구의점","영업중","그밖의 대규모점포","20111005"
"3170000","홈플러스(주) 금천점","영업중","대형마트","20031002"
"3170000","홈플러스(주)익스프레스 가산점","영업중","구분없음","20120410"
"3060000","홈플러스(주) 익스프레스 태능점","영업중","그밖의 대규모점포","20110704"
"3060000","홈플러스(주)익스프레스 망우점","영업중","그밖의 대규모점포","20110809"
"3230000","홈플러스(주)잠실점","영업중","대형마트","20070709"
"3130000","홈플러스 합정점","영업중","대형마트","20110106"
"3210000","롯데슈퍼 방배2점","영업중","대형마트","20120424"
"3180000","롯데슈퍼 썬프라자점","영업중","그밖의 대규모점포","20111122"
"3240000","(주)농협유통 하나로마트 성내점","영업중","구분없음","20111007"
"3180000","롯데슈퍼 대림점","영업중","그밖의 대규모점포","20111122"
"3120000","","","","20180330"
"3120000","유진상가","영업중","시장","19700814"
"3120000","롯데슈퍼 홍제2점","영업중","구분없음","20120207"
"3010000","평화시장","영업중","그밖의 대규모점포","19620223"
"3120000","롯데슈퍼 유진점","영업중","구분없음","20110701"
"3150000","씨에스유통 (롯데슈퍼화곡2점)","영업중","그밖의 대규모점포","20110714"
"3130000","롯데슈퍼 마포점","영업중","그밖의 대규모점포","20120322"
"3010000","방산종합시장","영업중","그밖의 대규모점포","19761129"
"3110000","갈현시장","폐업","그밖의 대규모점포","19650531"
"3220000","한솔필리아","영업중","그밖의 대규모점포","19961115"
"3120000","롯데슈퍼 유진점","영업중","구분없음","20180412"
"3220000","한보종합상가","영업중","그밖의 대규모점포","19840208"
