기간	자치구	월별	성별	총이동	총이동	시ㆍ도내이동	시ㆍ도내이동	시ㆍ도내이동	시ㆍ도내이동	시ㆍ도간이동	시ㆍ도간이동	순이동(전입-전출)
2010	서울특별시	10월	여자	74,082	78,799	53,381	24,340	29,041	29,041	20,701	25,418	-4,717
2010	서울특별시	11월	합계	144,395	158,592	104,596	46,631	57,965	57,965	39,799	53,996	-14,197
2010	서울특별시	11월	남자	71,172	78,713	51,302	22,565	28,737	28,737	19,870	27,411	-7,541
2010	서울특별시	11월	여자	73,223	79,879	53,294	24,066	29,228	29,228	19,929	26,585	-6,656
2010	서울특별시	12월	합계	143,750	155,722	99,761	42,523	57,238	57,238	43,989	55,961	-11,972
2010	서울특별시	12월	남자	70,478	76,879	48,809	20,719	28,090	28,090	21,669	28,070	-6,401
2010	서울특별시	12월	여자	73,272	78,843	50,952	21,804	29,148	29,148	22,320	27,891	-5,571
2010	종로구	합계	합계	29,208	32,928	19,959	5,703	14,256	17,822	9,249	9,403	-3,720
2010	종로구	합계	남자	14,874	16,852	10,026	2,806	7,220	9,044	4,848	5,002	-1,978
2010	종로구	합계	여자	14,334	16,076	9,933	2,897	7,036	8,778	4,401	4,401	-1,742
2010	종로구	1월	합계	2,094	2,087	1,296	314	982	1,090	798	683	7
2010	종로구	1월	남자	1,081	1,070	672	164	508	562	409	344	11
2010	종로구	1월	여자	1,013	1,017	624	150	474	528	389	339	-4
2010	종로구	2월	합계	2,993	2,999	1,955	491	1,464	1,609	1,038	899	-6
2010	종로구	2월	남자	1,500	1,481	961	235	726	776	539	470	19
2010	종로구	2월	여자	1,493	1,518	994	256	738	833	499	429	-25
2010	종로구	3월	합계	3,209	3,850	2,147	676	1,471	2,047	1,062	1,127	-641
2010	종로구	3월	남자	1,698	2,012	1,104	352	752	1,042	594	618	-314
2010	종로구	3월	여자	1,511	1,838	1,043	324	719	1,005	468	509	-327
2010	종로구	4월	합계	2,672	3,006	1,855	519	1,336	1,677	817	810	-334
2010	종로구	4월	남자	1,323	1,554	907	257	650	868	416	429	-231
2010	종로구	4월	여자	1,349	1,452	948	262	686	809	401	381	-103
2010	종로구	5월	합계	2,436	2,756	1,705	586	1,119	1,458	731	712	-320
2010	종로구	5월	남자	1,234	1,380	870	284	586	723	364	373	-146
2010	종로구	5월	여자	1,202	1,376	835	302	533	735	367	339	-174
2010	종로구	6월	합계	2,225	2,539	1,586	471	1,115	1,364	639	704	-314
2010	종로구	6월	남자	1,130	1,305	796	234	562	689	334	382	-175
2010	종로구	6월	여자	1,095	1,234	790	237	553	675	305	322	-139
2010	종로구	7월	합계	2,098	2,518	1,432	397	1,035	1,366	666	755	-420
2010	종로구	7월	남자	1,066	1,289	731	191	540	686	335	412	-223
2010	종로구	7월	여자	1,032	1,229	701	206	495	680	331	343	-197
2010	종로구	8월	합계	2,346	2,661	1,545	366	1,179	1,509	801	786	-315
2010	종로구	8월	남자	1,203	1,381	768	184	584	776	435	421	-178
2010	종로구	8월	여자	1,143	1,280	777	182	595	733	366	365	-137
2010	종로구	9월	합계	1,962	2,313	1,413	444	969	1,216	549	653	-351
2010	종로구	9월	남자	992	1,210	694	205	489	638	298	367	-218
2010	종로구	9월	여자	970	1,103	719	239	480	578	251	286	-133
2010	종로구	10월	합계	2,463	2,832	1,750	554	1,196	1,523	713	755	-369
2010	종로구	10월	남자	1,247	1,433	882	271	611	757	365	405	-186
2010	종로구	10월	여자	1,216	1,399	868	283	585	766	348	350	-183
2010	종로구	11월	합계	2,434	2,714	1,738	506	1,232	1,479	696	729	-280
2010	종로구	11월	남자	1,236	1,387	853	241	612	765	383	381	-151
2010	종로구	11월	여자	1,198	1,327	885	265	620	714	313	348	-129
2010	종로구	12월	합계	2,276	2,653	1,537	379	1,158	1,484	739	790	-377
2010	종로구	12월	남자	1,164	1,350	788	188	600	762	376	400	-186
2010	종로구	12월	여자	1,112	1,303	749	191	558	722	363	390	-191
2010	중구	합계	합계	23,524	24,766	16,632	4,296	12,336	13,273	6,892	7,197	-1,242
2010	중구	합계	남자	12,221	12,785	8,488	2,151	6,337	6,794	3,733	3,840	-564
2010	중구	합계	여자	11,303	11,981	8,144	2,145	5,999	6,479	3,159	3,357	-678
2010	중구	1월	합계	1,762	1,619	1,158	254	904	895	604	470	143
2010	중구	1월	남자	899	799	589	118	471	447	310	234	100
2010	중구	1월	여자	863	820	569	136	433	448	294	236	43
2010	중구	2월	합계	2,107	2,082	1,338	263	1,075	1,129	769	690	25
2010	중구	2월	남자	1,107	1,110	693	139	554	591	414	380	-3
2010	중구	2월	여자	1,000	972	645	124	521	538	355	310	28
2010	중구	3월	합계	2,524	2,611	1,740	382	1,358	1,461	784	768	-87
2010	중구	3월	남자	1,339	1,372	885	193	692	763	454	416	-33
2010	중구	3월	여자	1,185	1,239	855	189	666	698	330	352	-54
2010	중구	4월	합계	2,299	2,343	1,667	511	1,156	1,232	632	600	-44
2010	중구	4월	남자	1,214	1,212	877	260	617	630	337	322	2
2010	중구	4월	여자	1,085	1,131	790	251	539	602	295	278	-46
2010	중구	5월	합계	2,004	2,133	1,460	414	1,046	1,083	544	636	-129
2010	중구	5월	남자	1,020	1,057	714	190	524	532	306	335	-37
2010	중구	5월	여자	984	1,076	746	224	522	551	238	301	-92
2010	중구	6월	합계	1,789	2,099	1,300	370	930	1,178	489	551	-310
2010	중구	6월	남자	920	1,079	663	193	470	599	257	287	-159
2010	중구	6월	여자	869	1,020	637	177	460	579	232	264	-151
2010	중구	7월	합계	1,656	1,817	1,177	300	877	999	479	518	-161
2010	중구	7월	남자	906	966	628	166	462	522	278	278	-60
2010	중구	7월	여자	750	851	549	134	415	477	201	240	-101
2010	중구	8월	합계	1,966	2,088	1,381	358	1,023	1,106	585	624	-122
2010	중구	8월	남자	1,062	1,075	733	202	531	543	329	330	-13
2010	중구	8월	여자	904	1,013	648	156	492	563	256	294	-109
2010	중구	9월	합계	1,609	1,825	1,149	267	882	1,021	460	537	-216
2010	중구	9월	남자	821	940	590	123	467	529	231	288	-119
2010	중구	9월	여자	788	885	559	144	415	492	229	249	-97
2010	중구	10월	합계	2,033	1,999	1,491	418	1,073	1,043	542	538	34
2010	중구	10월	남자	1,033	1,021	735	201	534	536	298	284	12
2010	중구	10월	여자	1,000	978	756	217	539	507	244	254	22
2010	중구	11월	합계	1,885	2,163	1,433	401	1,032	1,135	452	627	-278
2010	중구	11월	남자	968	1,139	736	201	535	589	232	349	-171
2010	중구	11월	여자	917	1,024	697	200	497	546	220	278	-107
2010	중구	12월	합계	1,890	1,987	1,338	358	980	991	552	638	-97
2010	중구	12월	남자	932	1,015	645	165	480	513	287	337	-83
2010	중구	12월	여자	958	972	693	193	500	478	265	301	-14
2010	용산구	합계	합계	40,673	44,770	27,636	9,341	18,295	20,165	13,037	15,264	-4,097
2010	용산구	합계	남자	20,080	22,280	13,702	4,527	9,175	10,069	6,378	7,684	-2,200
2010	용산구	합계	여자	20,593	22,490	13,934	4,814	9,120	10,096	6,659	7,580	-1,897
2010	용산구	1월	합계	2,861	3,036	1,748	542	1,206	1,407	1,113	1,087	-175
2010	용산구	1월	남자	1,401	1,475	864	258	606	687	537	530	-74
2010	용산구	1월	여자	1,460	1,561	884	284	600	720	576	557	-101
2010	용산구	2월	합계	3,448	3,731	2,104	572	1,532	1,735	1,344	1,424	-283
2010	용산구	2월	남자	1,678	1,846	1,036	277	759	863	642	706	-168
2010	용산구	2월	여자	1,770	1,885	1,068	295	773	872	702	718	-115
2010	용산구	3월	합계	4,318	4,718	2,890	986	1,904	2,177	1,428	1,555	-400
2010	용산구	3월	남자	2,150	2,381	1,455	484	971	1,120	695	777	-231
2010	용산구	3월	여자	2,168	2,337	1,435	502	933	1,057	733	778	-169
2010	용산구	4월	합계	3,535	3,823	2,407	847	1,560	1,698	1,128	1,278	-288
2010	용산구	4월	남자	1,771	1,945	1,204	396	808	890	567	659	-174
2010	용산구	4월	여자	1,764	1,878	1,203	451	752	808	561	619	-114
2010	용산구	5월	합계	3,417	3,534	2,331	772	1,559	1,562	1,086	1,200	-117
2010	용산구	5월	남자	1,676	1,726	1,130	374	756	752	546	600	-50
2010	용산구	5월	여자	1,741	1,808	1,201	398	803	810	540	600	-67
2010	용산구	6월	합계	3,200	3,559	2,197	739	1,458	1,603	1,003	1,217	-359
2010	용산구	6월	남자	1,567	1,787	1,069	347	722	797	498	643	-220
2010	용산구	6월	여자	1,633	1,772	1,128	392	736	806	505	574	-139
2010	용산구	7월	합계	2,992	3,231	2,020	643	1,377	1,447	972	1,141	-239
2010	용산구	7월	남자	1,453	1,632	1,003	320	683	738	450	574	-179
2010	용산구	7월	여자	1,539	1,599	1,017	323	694	709	522	567	-60
2010	용산구	8월	합계	3,744	3,847	2,617	904	1,713	1,721	1,127	1,222	-103
2010	용산구	8월	남자	1,836	1,902	1,298	440	858	841	538	621	-66
2010	용산구	8월	여자	1,908	1,945	1,319	464	855	880	589	601	-37
2010	용산구	9월	합계	2,821	3,222	1,980	652	1,328	1,498	841	1,072	-401
2010	용산구	9월	남자	1,365	1,608	953	318	635	722	412	568	-243
2010	용산구	9월	여자	1,456	1,614	1,027	334	693	776	429	504	-158
2010	용산구	10월	합계	3,551	3,991	2,529	913	1,616	1,745	1,022	1,333	-440
2010	용산구	10월	남자	1,797	1,994	1,291	454	837	875	506	665	-197
2010	용산구	10월	여자	1,754	1,997	1,238	459	779	870	516	668	-243
2010	용산구	11월	합계	3,438	4,103	2,534	996	1,538	1,807	904	1,300	-665
2010	용산구	11월	남자	1,724	2,070	1,265	486	779	934	459	650	-346
2010	용산구	11월	여자	1,714	2,033	1,269	510	759	873	445	650	-319
2010	용산구	12월	합계	3,348	3,975	2,279	775	1,504	1,765	1,069	1,435	-627
2010	용산구	12월	남자	1,662	1,914	1,134	373	761	850	528	691	-252
2010	용산구	12월	여자	1,686	2,061	1,145	402	743	915	541	744	-375
2010	성동구	합계	합계	46,630	52,843	32,534	11,055	21,479	24,862	14,096	16,926	-6,213
2010	성동구	합계	남자	23,623	26,848	16,274	5,413	10,861	12,572	7,349	8,863	-3,225
2010	성동구	합계	여자	23,007	25,995	16,260	5,642	10,618	12,290	6,747	8,063	-2,988
2010	성동구	1월	합계	3,525	3,783	2,334	769	1,565	1,766	1,191	1,248	-258
2010	성동구	1월	남자	1,771	1,938	1,173	391	782	899	598	648	-167
2010	성동구	1월	여자	1,754	1,845	1,161	378	783	867	593	600	-91
2010	성동구	2월	합계	4,649	4,829	3,062	990	2,072	2,254	1,587	1,585	-180
2010	성동구	2월	남자	2,336	2,435	1,527	492	1,035	1,116	809	827	-99
2010	성동구	2월	여자	2,313	2,394	1,535	498	1,037	1,138	778	758	-81
2010	성동구	3월	합계	5,709	5,880	4,005	1,394	2,611	2,665	1,704	1,821	-171
2010	성동구	3월	남자	2,962	3,021	2,030	695	1,335	1,342	932	984	-59
2010	성동구	3월	여자	2,747	2,859	1,975	699	1,276	1,323	772	837	-112
2010	성동구	4월	합계	4,207	4,629	2,995	1,039	1,956	2,101	1,212	1,489	-422
2010	성동구	4월	남자	2,179	2,407	1,535	536	999	1,067	644	804	-228
2010	성동구	4월	여자	2,028	2,222	1,460	503	957	1,034	568	685	-194
2010	성동구	5월	합계	3,898	4,402	2,819	965	1,854	2,094	1,079	1,343	-504
2010	성동구	5월	남자	1,965	2,232	1,400	468	932	1,049	565	715	-267
2010	성동구	5월	여자	1,933	2,170	1,419	497	922	1,045	514	628	-237
2010	성동구	6월	합계	3,738	4,250	2,643	941	1,702	2,043	1,095	1,266	-512
2010	성동구	6월	남자	1,883	2,129	1,316	465	851	1,014	567	650	-246
2010	성동구	6월	여자	1,855	2,121	1,327	476	851	1,029	528	616	-266
2010	성동구	7월	합계	3,339	3,891	2,316	732	1,584	1,808	1,023	1,351	-552
2010	성동구	7월	남자	1,710	2,033	1,171	362	809	944	539	727	-323
2010	성동구	7월	여자	1,629	1,858	1,145	370	775	864	484	624	-229
2010	성동구	8월	합계	3,487	3,995	2,371	716	1,655	1,904	1,116	1,375	-508
2010	성동구	8월	남자	1,768	2,067	1,168	333	835	976	600	758	-299
2010	성동구	8월	여자	1,719	1,928	1,203	383	820	928	516	617	-209
2010	성동구	9월	합계	3,075	3,740	2,152	730	1,422	1,881	923	1,129	-665
2010	성동구	9월	남자	1,558	1,892	1,079	348	731	963	479	581	-334
2010	성동구	9월	여자	1,517	1,848	1,073	382	691	918	444	548	-331
2010	성동구	10월	합계	3,567	4,312	2,562	876	1,686	2,066	1,005	1,370	-745
2010	성동구	10월	남자	1,825	2,170	1,302	424	878	1,054	523	692	-345
2010	성동구	10월	여자	1,742	2,142	1,260	452	808	1,012	482	678	-400
2010	성동구	11월	합계	3,688	4,473	2,701	968	1,733	2,044	987	1,461	-785
2010	성동구	11월	남자	1,801	2,192	1,308	448	860	1,020	493	724	-391
2010	성동구	11월	여자	1,887	2,281	1,393	520	873	1,024	494	737	-394
2010	성동구	12월	합계	3,748	4,659	2,574	935	1,639	2,236	1,174	1,488	-911
2010	성동구	12월	남자	1,865	2,332	1,265	451	814	1,128	600	753	-467
2010	성동구	12월	여자	1,883	2,327	1,309	484	825	1,108	574	735	-444
2010	광진구	합계	합계	63,624	69,973	43,231	18,517	24,714	26,928	20,393	24,528	-6,349
2010	광진구	합계	남자	31,224	34,621	21,055	8,834	12,221	13,334	10,169	12,453	-3,397
2010	광진구	합계	여자	32,400	35,352	22,176	9,683	12,493	13,594	10,224	12,075	-2,952
2010	광진구	1월	합계	4,305	4,719	2,629	958	1,671	1,919	1,676	1,842	-414
2010	광진구	1월	남자	2,108	2,286	1,281	461	820	906	827	919	-178
2010	광진구	1월	여자	2,197	2,433	1,348	497	851	1,013	849	923	-236
2010	광진구	2월	합계	5,662	6,194	3,550	1,342	2,208	2,544	2,112	2,308	-532
2010	광진구	2월	남자	2,793	3,062	1,751	662	1,089	1,242	1,042	1,158	-269
2010	광진구	2월	여자	2,869	3,132	1,799	680	1,119	1,302	1,070	1,150	-263
2010	광진구	3월	합계	7,583	7,991	5,086	2,339	2,747	2,960	2,497	2,692	-408
2010	광진구	3월	남자	3,769	3,960	2,486	1,106	1,380	1,481	1,283	1,373	-191
2010	광진구	3월	여자	3,814	4,031	2,600	1,233	1,367	1,479	1,214	1,319	-217
2010	광진구	4월	합계	6,370	7,021	4,547	2,191	2,356	2,508	1,823	2,322	-651
2010	광진구	4월	남자	3,201	3,458	2,234	1,026	1,208	1,259	967	1,173	-257
2010	광진구	4월	여자	3,169	3,563	2,313	1,165	1,148	1,249	856	1,149	-394
2010	광진구	5월	합계	5,662	6,346	4,086	1,874	2,212	2,392	1,576	2,080	-684
2010	광진구	5월	남자	2,715	3,121	1,924	880	1,044	1,187	791	1,054	-406
2010	광진구	5월	여자	2,947	3,225	2,162	994	1,168	1,205	785	1,026	-278
2010	광진구	6월	합계	5,206	5,558	3,578	1,545	2,033	2,057	1,628	1,956	-352
2010	광진구	6월	남자	2,499	2,712	1,691	721	970	1,005	808	986	-213
2010	광진구	6월	여자	2,707	2,846	1,887	824	1,063	1,052	820	970	-139
2010	광진구	7월	합계	4,492	5,040	3,033	1,316	1,717	1,958	1,459	1,766	-548
2010	광진구	7월	남자	2,246	2,539	1,518	640	878	970	728	929	-293
2010	광진구	7월	여자	2,246	2,501	1,515	676	839	988	731	837	-255
2010	광진구	8월	합계	4,755	5,230	3,125	1,165	1,960	2,102	1,630	1,963	-475
2010	광진구	8월	남자	2,336	2,657	1,539	581	958	1,058	797	1,018	-321
2010	광진구	8월	여자	2,419	2,573	1,586	584	1,002	1,044	833	945	-154
2010	광진구	9월	합계	4,330	4,912	2,933	1,263	1,670	1,928	1,397	1,721	-582
2010	광진구	9월	남자	2,126	2,427	1,421	598	823	980	705	849	-301
2010	광진구	9월	여자	2,204	2,485	1,512	665	847	948	692	872	-281
2010	광진구	10월	합계	5,356	5,960	3,849	1,700	2,149	2,362	1,507	1,898	-604
2010	광진구	10월	남자	2,625	2,999	1,895	837	1,058	1,176	730	986	-374
2010	광진구	10월	여자	2,731	2,961	1,954	863	1,091	1,186	777	912	-230
2010	광진구	11월	합계	5,033	5,642	3,524	1,486	2,038	2,249	1,509	1,907	-609
2010	광진구	11월	남자	2,429	2,733	1,691	684	1,007	1,093	738	956	-304
2010	광진구	11월	여자	2,604	2,909	1,833	802	1,031	1,156	771	951	-305
2010	광진구	12월	합계	4,870	5,360	3,291	1,338	1,953	1,949	1,579	2,073	-490
2010	광진구	12월	남자	2,377	2,667	1,624	638	986	977	753	1,052	-290
2010	광진구	12월	여자	2,493	2,693	1,667	700	967	972	826	1,021	-200
2010	동대문구	합계	합계	57,780	61,558	40,083	15,897	24,186	25,651	17,697	20,010	-3,778
2010	동대문구	합계	남자	29,532	31,731	20,262	7,980	12,282	13,155	9,270	10,596	-2,199
2010	동대문구	합계	여자	28,248	29,827	19,821	7,917	11,904	12,496	8,427	9,414	-1,579
2010	동대문구	1월	합계	3,471	4,213	2,197	809	1,388	1,929	1,274	1,475	-742
2010	동대문구	1월	남자	1,791	2,217	1,144	429	715	1,009	647	779	-426
2010	동대문구	1월	여자	1,680	1,996	1,053	380	673	920	627	696	-316
2010	동대문구	2월	합계	5,018	5,603	3,061	1,070	1,991	2,567	1,957	1,966	-585
2010	동대문구	2월	남자	2,528	2,879	1,556	523	1,033	1,292	972	1,064	-351
2010	동대문구	2월	여자	2,490	2,724	1,505	547	958	1,275	985	902	-234
2010	동대문구	3월	합계	7,465	7,198	5,245	2,037	3,208	2,869	2,220	2,292	267
2010	동대문구	3월	남자	3,838	3,735	2,635	1,009	1,626	1,488	1,203	1,238	103
2010	동대문구	3월	여자	3,627	3,463	2,610	1,028	1,582	1,381	1,017	1,054	164
2010	동대문구	4월	합계	5,519	5,651	3,987	1,600	2,387	2,248	1,532	1,803	-132
2010	동대문구	4월	남자	2,859	2,917	2,042	804	1,238	1,177	817	936	-58
2010	동대문구	4월	여자	2,660	2,734	1,945	796	1,149	1,071	715	867	-74
2010	동대문구	5월	합계	4,811	5,179	3,538	1,424	2,114	2,053	1,273	1,702	-368
2010	동대문구	5월	남자	2,420	2,636	1,761	712	1,049	1,068	659	856	-216
2010	동대문구	5월	여자	2,391	2,543	1,777	712	1,065	985	614	846	-152
2010	동대문구	6월	합계	4,291	4,849	3,106	1,251	1,855	1,990	1,185	1,608	-558
2010	동대문구	6월	남자	2,178	2,497	1,530	636	894	1,010	648	851	-319
2010	동대문구	6월	여자	2,113	2,352	1,576	615	961	980	537	757	-239
2010	동대문구	7월	합계	3,817	4,406	2,577	1,036	1,541	1,914	1,240	1,456	-589
2010	동대문구	7월	남자	1,974	2,291	1,311	535	776	979	663	777	-317
2010	동대문구	7월	여자	1,843	2,115	1,266	501	765	935	577	679	-272
2010	동대문구	8월	합계	4,532	4,973	2,907	1,204	1,703	2,130	1,625	1,639	-441
2010	동대문구	8월	남자	2,363	2,597	1,494	602	892	1,110	869	885	-234
2010	동대문구	8월	여자	2,169	2,376	1,413	602	811	1,020	756	754	-207
2010	동대문구	9월	합계	4,134	4,238	2,943	1,190	1,753	1,638	1,191	1,410	-104
2010	동대문구	9월	남자	2,104	2,192	1,483	599	884	855	621	738	-88
2010	동대문구	9월	여자	2,030	2,046	1,460	591	869	783	570	672	-16
2010	동대문구	10월	합계	4,559	4,979	3,280	1,317	1,963	2,187	1,279	1,475	-420
2010	동대문구	10월	남자	2,304	2,585	1,651	652	999	1,131	653	802	-281
2010	동대문구	10월	여자	2,255	2,394	1,629	665	964	1,056	626	673	-139
2010	동대문구	11월	합계	4,548	4,770	3,259	1,279	1,980	2,010	1,289	1,481	-222
2010	동대문구	11월	남자	2,329	2,409	1,661	621	1,040	1,006	668	782	-80
2010	동대문구	11월	여자	2,219	2,361	1,598	658	940	1,004	621	699	-142
2010	동대문구	12월	합계	5,615	5,499	3,983	1,680	2,303	2,116	1,632	1,703	116
2010	동대문구	12월	남자	2,844	2,776	1,994	858	1,136	1,030	850	888	68
2010	동대문구	12월	여자	2,771	2,723	1,989	822	1,167	1,086	782	815	48
2010	중랑구	합계	합계	69,532	75,310	51,737	27,296	24,441	22,713	17,795	25,301	-5,778
2010	중랑구	합계	남자	34,618	37,486	25,739	13,429	12,310	11,182	8,879	12,875	-2,868
2010	중랑구	합계	여자	34,914	37,824	25,998	13,867	12,131	11,531	8,916	12,426	-2,910
2010	중랑구	1월	합계	5,496	5,145	4,120	1,817	2,303	1,543	1,376	1,785	351
2010	중랑구	1월	남자	2,670	2,481	1,997	856	1,141	753	673	872	189
2010	중랑구	1월	여자	2,826	2,664	2,123	961	1,162	790	703	913	162
2010	중랑구	2월	합계	6,276	5,812	4,575	1,887	2,688	1,910	1,701	2,015	464
2010	중랑구	2월	남자	3,080	2,931	2,241	924	1,317	961	839	1,046	149
2010	중랑구	2월	여자	3,196	2,881	2,334	963	1,371	949	862	969	315
2010	중랑구	3월	합계	8,342	8,413	6,351	3,322	3,029	2,414	1,991	2,677	-71
2010	중랑구	3월	남자	4,227	4,242	3,169	1,631	1,538	1,214	1,058	1,397	-15
2010	중랑구	3월	여자	4,115	4,171	3,182	1,691	1,491	1,200	933	1,280	-56
2010	중랑구	4월	합계	6,983	7,562	5,331	3,106	2,225	1,983	1,652	2,473	-579
2010	중랑구	4월	남자	3,503	3,773	2,669	1,563	1,106	961	834	1,249	-270
2010	중랑구	4월	여자	3,480	3,789	2,662	1,543	1,119	1,022	818	1,224	-309
2010	중랑구	5월	합계	6,280	7,230	4,793	2,780	2,013	1,995	1,487	2,455	-950
2010	중랑구	5월	남자	3,203	3,662	2,455	1,421	1,034	992	748	1,249	-459
2010	중랑구	5월	여자	3,077	3,568	2,338	1,359	979	1,003	739	1,206	-491
2010	중랑구	6월	합계	5,834	6,481	4,411	2,474	1,937	1,848	1,423	2,159	-647
2010	중랑구	6월	남자	2,915	3,183	2,209	1,224	985	890	706	1,069	-268
2010	중랑구	6월	여자	2,919	3,298	2,202	1,250	952	958	717	1,090	-379
2010	중랑구	7월	합계	4,854	5,517	3,582	1,846	1,736	1,661	1,272	2,010	-663
2010	중랑구	7월	남자	2,395	2,776	1,774	905	869	842	621	1,029	-381
2010	중랑구	7월	여자	2,459	2,741	1,808	941	867	819	651	981	-282
2010	중랑구	8월	합계	5,243	5,767	3,714	1,915	1,799	1,823	1,529	2,029	-524
2010	중랑구	8월	남자	2,628	2,881	1,846	950	896	881	782	1,050	-253
2010	중랑구	8월	여자	2,615	2,886	1,868	965	903	942	747	979	-271
2010	중랑구	9월	합계	4,513	5,164	3,267	1,821	1,446	1,564	1,246	1,779	-651
2010	중랑구	9월	남자	2,226	2,536	1,614	871	743	765	612	900	-310
2010	중랑구	9월	여자	2,287	2,628	1,653	950	703	799	634	879	-341
2010	중랑구	10월	합계	5,728	6,633	4,327	2,464	1,863	2,085	1,401	2,084	-905
2010	중랑구	10월	남자	2,797	3,265	2,123	1,169	954	1,023	674	1,073	-468
2010	중랑구	10월	여자	2,931	3,368	2,204	1,295	909	1,062	727	1,011	-437
2010	중랑구	11월	합계	5,292	6,219	3,964	2,217	1,747	1,997	1,328	2,005	-927
2010	중랑구	11월	남자	2,680	3,117	2,029	1,121	908	970	651	1,026	-437
2010	중랑구	11월	여자	2,612	3,102	1,935	1,096	839	1,027	677	979	-490
2010	중랑구	12월	합계	4,691	5,367	3,302	1,647	1,655	1,890	1,389	1,830	-676
2010	중랑구	12월	남자	2,294	2,639	1,613	794	819	930	681	915	-345
2010	중랑구	12월	여자	2,397	2,728	1,689	853	836	960	708	915	-331
2010	성북구	합계	합계	83,641	81,163	61,470	23,690	37,780	33,684	22,171	23,789	2,478
2010	성북구	합계	남자	41,117	40,201	30,072	11,454	18,618	16,630	11,045	12,117	916
